Name des Begünstigten,Bezeichnung des Vorhabens,Jahr der Bewilligung,Jahr der Restzahlung,Gewährte Beträge,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge
Baumbach,"Ausbildung benachteiligter Jugendlicher/Landkreis Mansfeld-
Südharz",2008,2009,2000,2000
Baumschule Hans Werther,Mitarbeiterschulung der Baumschule Hans Werther,2009,2009,"27777,26","27777,26"
"Bauplanungsbüro Heuer & Tonne
GmbH",Brandschutz,2013,,"3593,51",
"Bauplanungsbüro Heuer & Tonne
GmbH","Sachverständiger für Schäden am konstruktiven
Ingenieurbau",2012,2013,"3540,69","3540,69"
BAUPROJEKT K. Schmidt GmbH,Card-Schulung,2012,,"8289,91",
BAUPROJEKT K. Schmidt GmbH,Fachliche Weiterbildung im Unternehmen,2011,,"22310,8",
BAUPROJEKT K. Schmidt GmbH,Qualifizierung Mitarbeiter,2009,,44023,
Bauprojekt K. Schmidt GmbH,"Abfall-Nachweisführung, Energetische Bewertung,
Effizienshaus-Experte, Energieberater für Baudenkmale,
Führungskräfte Energie, Instandhaltung von
Trinkwasseranlagen, Kanalsanierungs-Berater,
Holzrahmenbau",2013,,"24004,53",
Bauprojekt K. Schmidt GmbH,"POE Baurecht, Vergaberecht, Qualitätsmanagement,
Regenswasserbehandlung",2008,2010,"17698,47","17698,47"
Bauprojekt K. Schmidt GmbH,"Softwareschulungen, Energieberater, Konfliktmanagement,
Qualitätsmanagement, Aktuelle Aspekte und Ergänzungen
zur TRGI 2008, Planung und Berechnung von Gas-
Druckregel- und Messanlagen, Kommunales
Energiemanagement,
Wasserlöschanlagen/Gaslöschanlagen, Grun",2014,,"34532,11",
Baureparaturen Hartmut Böse,"Mitarbeiterqualifizierung Baureparaturen Hartmut Böse in den
Bereichen Korrosionsschutz und Schweißen",2009,2010,20440,20440
Bausanierung Erdmann GmbH,Gebäudeenergieberater,2010,2012,"2155,53","2155,53"
BAUST Bau & Sanierung Struve UG,Berufliche Erprobung im Unternehmen,2014,,"7052,4",
"Bauunternehmen Welz &#38; Co
GmbH","Personalentwicklung zur Schaffung neuer Arbeitsplätze und
zum Erhalt
bestehender Arbeitsplätze",2009,2010,37744,37744
Bauunternehmung Schmidt GmbH,"Mitarbeiterschulung der Bauunternehmung Schmidt GmbH
Fortsetzung der Maßnahme QU/03198/06",2008,2012,53820,53820
"Bauunternehmung Thomas Krüger
GmbH","Bauspezifische Lehrgänge, Motivation und
Kommunikation/TeamarbeitAnwendersoftware",2008,2011,"6950,65","6950,65"
"Bauwirtschaftshof Eigenbetrieb der
Stadt Aschersleben","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"13183,66",
BAUZEIT GmbH,Betonbohren und -sägen BBS 1,2014,,"5445,85",
"BBH Baumaschinen- und
Baubedarfshandelsgesellschaft mbH
Halle-Neustadt",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2009,2012,1225,1225
"BBI - Bildungs- und Beratungsinstitut
GmbH",""" Zukunftschance assistierte Ausbildung /ZaA)"" Agenturbezirk
Sangerhausen
Durchführungsort: Landkreis Mansfeld-Südharz, Landwehr 1,
06295 Lutherstadt Eisleben",2014,,"123112,7",
"BBI - Bildungs- und Beratungsinstitut
GmbH","ALiN - Arbeitsmarktintegration von Langzeitarbeitslosen mit
intensiver Nachbetreuung",2013,,"198754,95",
"BBI - Bildungs- und Beratungsinstitut
GmbH","AMIGA -Projekt zur Arbeitsmarktintegration für
Alleinerziehende",2012,,"351793,07",
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-001-06,2008,2011,"20930,93","20930,93"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-022-06,2008,2012,"14396,15","14396,15"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-027-06,2008,2011,"3806,52","3806,52"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-049-09,2009,2013,"93857,16","93857,16"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-060-09,2009,2014,"102526,78","102526,78"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-069-09,2009,2014,"63209,44","63209,44"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-081-09,2009,2014,"65339,35","65339,35"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-086-08,2008,2013,"57494,59","57494,59"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-088-08,2008,2014,"201056,7","201056,7"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-089-08,2008,2014,"113000,6","113000,6"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-090-08,2008,2014,"389237,44","389237,44"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-098-07,2007,2013,"145799,75","145799,75"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-099-06,2008,2012,"36874,45","36874,45"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-099-07,2007,2013,"302022,02","302022,02"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-100-06,2008,2011,"14180,88","14180,88"
"BBI - Bildungs- und Beratungsinstitut
GmbH",AO-101-06,2008,2011,"34252,19","34252,19"
"BBI - Bildungs- und Beratungsinstitut
GmbH",Absolventen U30,2010,,248847,
"BBI - Bildungs- und Beratungsinstitut
GmbH",Alle mitnehmen - POE im Netzwerk Metall,2011,,"454807,5",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Barrierefreier Wegweiser für Menschen mit Behinderungen in
der Rosenstadt Sangerhausen und Umgebung",2012,,"28793,94",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Barrierefreier Wegweiser für behinderte Menschen für die
Rosenstadt Sangerhausen und ihre Umgebung",2010,,"25005,17",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Barrierefreier Wegweiser für behinderte Menschen für die
Rosenstadt Sangerhausen und ihre Umgebung",2009,,"30934,61",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Barrierefreier Wegweuiser für behinderte Menschen für die
Stadt Halle",2009,,"76149,24",
"BBI - Bildungs- und Beratungsinstitut
GmbH",GAJL - Gegen Abwanderung junger Landeskinder,2009,,"198008,39",
"BBI - Bildungs- und Beratungsinstitut
GmbH",GAJL - Gegen Abwanderung junger Landeskinder,2008,,"232678,48",
"BBI - Bildungs- und Beratungsinstitut
GmbH",GAJL - Gegen Abwanderung junger Landeskinder,2009,,"250419,62",
"BBI - Bildungs- und Beratungsinstitut
GmbH",GAJL - Gegen Abwanderung junger Landeskinder,2009,,"267477,12",
"BBI - Bildungs- und Beratungsinstitut
GmbH",GAJL - Gegen Abwanderung junger Landeskinder,2008,,"267831,77",
"BBI - Bildungs- und Beratungsinstitut
GmbH",GAJL - Gegen Abwanderung junger Landeskinder,2009,,"283252,03",
"BBI - Bildungs- und Beratungsinstitut
GmbH",GAJL - Gegen Abwanderung junger Landeskinder,2009,,"415132,23",
"BBI - Bildungs- und Beratungsinstitut
GmbH",GAJL - Gegen Abwanderung junger Landeskinder,2009,,"371449,2",
"BBI - Bildungs- und Beratungsinstitut
GmbH","GAJL 54-12  Berufliche Integration von Jugendlichen an der
""zweiten Schwelle"" in den ersten Arbeitsmarkt",2013,,"586886,51",
"BBI - Bildungs- und Beratungsinstitut
GmbH","GAJL 54-12  Berufliche Integration von Jugendlichen an der
""zweiten Schwelle"" in den ersten Arbeitsmarkt",2013,,"825212,46",
"BBI - Bildungs- und Beratungsinstitut
GmbH",GAJL Gegen Abwanderung junger Landeskinder,2011,,"401109,36",
"BBI - Bildungs- und Beratungsinstitut
GmbH",Gegen Abwanderung junger Landeskinder,2012,,"77476,65",
"BBI - Bildungs- und Beratungsinstitut
GmbH",Go abroad to come back,2009,2012,"243070,4","243070,4"
"BBI - Bildungs- und Beratungsinstitut
GmbH","Karriere in Sachsen-Anhalt - Personalentwicklung mit dem
doppelten Tandemprinzip",2008,2011,"476823,76","476823,76"
"BBI - Bildungs- und Beratungsinstitut
GmbH",Lehrgang zur Vorbereitung auf die Ausbildereignungsprüfung,2010,,1836,
"BBI - Bildungs- und Beratungsinstitut
GmbH",Little Steps to European VET - LiSEVET,2011,2014,"256166,77","256166,77"
"BBI - Bildungs- und Beratungsinstitut
GmbH","Phönix 54-12, Los 14",2014,,"179254,48",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Phönix 54-12, Los 14",2012,,"583738,95",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Phönix 54-12, Los 15",2014,,"318067,2",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Phönix 54-12, Los 15",2012,,"699735,59",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Phönix 54-12, Los 19",2014,,"181254,48",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Phönix 54-12, Los 19",2012,,"395508,96",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Phönix 54-12, Los 20",2014,,"179254,48",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Phönix 54-12, Los 20",2012,,"317144,48",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen",2008,2012,"225810,05","225810,05"
"BBI - Bildungs- und Beratungsinstitut
GmbH",Praktikumsmaßnahmen für Zielgruppen,2009,2014,"261220,6","261220,6"
"BBI - Bildungs- und Beratungsinstitut
GmbH",Praktikumsmaßnahmen für Zielgruppen,2009,2012,"389870,54","389870,54"
"BBI - Bildungs- und Beratungsinstitut
GmbH","Praktikumsmaßnahmen zur beruflichen Eingliederung
Dessau -Roßlau",2009,,"184774,57",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Projekt zur Verbesserung der Vereinbarkeit von Pflege und
Berufstätigkeit",2012,,"310321,97",
"BBI - Bildungs- und Beratungsinstitut
GmbH","Qualifizierung von Langzeitarbeitslosen und von
Beschäftigten für Tätigkeiten im Bereich der persönlichen
Assistenz für Behinderte",2009,2012,"411372,41","411372,41"
"BBI - Bildungs- und Beratungsinstitut
GmbH","RL Praktikumsmaßnahme zur beruflichen Eingliederungam
Arbeitsmarkt benachteiligter Personen",2008,2011,"293003,3","293003,3"
"BBI - Bildungs- und Beratungsinstitut
GmbH",TEAM Selbstvermittlungscoaching im Team als Vollzeitjob,2012,,"267162,56",
"BBI - Bildungs- und Beratungsinstitut
GmbH",ZaA  - Zukunftschance assistierte Ausbildung (Halle),2014,,"180833,5",
"BBI - Bildungs- und Beratungsinstitut
GmbH",Zukunft mit Arbeit (Bitterfeld),2011,,"637831,51",
"BBI - Bildungs- und Beratungsinstitut
GmbH",Zukunft mit Arbeit (Burgenlandkreis),2010,2014,"285196,41","285196,41"
"BBI - Bildungs- und Beratungsinstitut
GmbH",Zukunft mit Arbeit (Dessau),2011,,"583437,17",
"BBI - Bildungs- und Beratungsinstitut
GmbH",Zukunft mit Arbeit (Halle),2011,2013,"322079,05","322079,05"
"BBI - Bildungs- und Beratungsinstitut
GmbH",Zukunft mit Arbeit (Merseburg),2010,2013,"350196,16","350196,16"
"BBI - Bildungs- und Beratungsinstitut
GmbH","Zukunft mit Arbeit im Landkreis Anhalt-Bitzterfeld,
Parsevalstraße 1d, 06749 Bitterfeld-Wolfen",2008,2012,"363843,41","363843,41"
"BBI - Bildungs- und Beratungsinstitut
GmbH","Zukunft mit Arbeit im Landkreis Mansfeld-Südharz, Landwehr
1 in 06295 Lutherstadt Eisleben",2008,2013,"342632,12","342632,12"
"BBI - Bildungs- und Beratungsinstitut
GmbH","Zukunft mit Arbeit in der Stadt Halle / Saale, Trothaer Straße
29, Schleusenstraße 4 in 06118 Halle/Saale",2008,2012,"361498,45","361498,45"
"BBI - Bildungs- und Beratungsinstitut
GmbH","ing.international - Gewinnung von ausländischen Fachkräften
für Unternehmen in Sachsen-Anhalt",2008,,"368506,53",
"BBI Bildungs- und Beratungsinstitut
GmbH",AO-076-07,2007,2013,"76754,84","76754,84"
"BBI Bildungs- und Beratungsinstitut
GmbH",AO-085-07,2007,2013,"107427,25","107427,25"
"BBI Bildungs- und Beratungsinstitut
GmbH",Absolventen U30,2008,,178312,
"BBI Bildungs- und Beratungsinstitut
GmbH",Aktuelle Regelungen des Steuerrechts,2008,2010,"3334,17","3334,17"
"BBI Bildungs- und Beratungsinstitut
GmbH","Berufliche Wiedereingliederung von Menschen mit
Behinderungen in den ersten Arbeitsmarkt",2011,2012,"147293,45","147293,45"
"BBI Bildungs- und Beratungsinstitut
GmbH","Berufliche Wiedereingliederung von Menschen mit
Behinderungen in den ersten Arbeitsmarkt",2011,2012,"148154,03","148154,03"
"BBI Bildungs- und Beratungsinstitut
GmbH","Berufliche Wiedereingliederung von Menschen mit
Behinderungen in den ersten Arbeitsmarkt",2011,2012,"148180,29","148180,29"
"BBI Bildungs- und Beratungsinstitut
GmbH",Business communication and correspondence,2008,2012,"14036,76","14036,76"
"BBI Bildungs- und Beratungsinstitut
GmbH",IT - Netzwerkarchitekt mit MCSE-Abschluss,2007,2010,"11329,24","11329,24"
"BBI Bildungs- und Beratungsinstitut
GmbH","Kompetenz, Erfahrung, Beschäftigungsfähigkeit -Genration
55 Plus",2010,2012,"248520,19","248520,19"
"BBI Bildungs- und Beratungsinstitut
GmbH","Maßnahmen der vertieften Berufsorientierung nach § 33 SGB
III i. V. m. § 421q SGB III / 2009",2008,,"191148,4",
"BBI Bildungs- und Beratungsinstitut
GmbH","Maßnahmen der vertieften Berufsorientierung nach § 33 i. V.
m. § 421q SGB III / 2009",2008,,197102,
"BBI Bildungs- und Beratungsinstitut
GmbH","Maßnahmen der vertieften Berufsorientierung nach § 33 i. V.
m. § 421q SGB III / 2009",2008,,"210140,92",
"BBI Bildungs- und Beratungsinstitut
GmbH","Organisation von Berufsausbildungspaten für Jugendliche
und junge Erwachsene (Spätstarter)/FP LOK/ kreisfreie Stadt
Dessau-Roßlau",2013,2014,"9035,79","9035,79"
"BBI Bildungs- und Beratungsinstitut
GmbH","Organisation von Berufsausbildungspaten für Jugendliche
und junge Erwachsene/FP LOK/ Burgenlandkreis",2013,2014,"9581,91","9581,91"
"BBI Bildungs- und Beratungsinstitut
GmbH","Organisation von Berufsausbildungspaten für junge
Erwachsene (""Spätstarter"")/FP LOK/ Stadt Halle",2013,2014,"9720,9","9720,9"
"BBI Bildungs- und Beratungsinstitut
GmbH","Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiliegter Personen",2012,2014,"172199,76","172199,76"
"BBI Bildungs- und Beratungsinstitut
GmbH","Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen",2012,2014,"235878,77","235878,77"
"BBI Bildungs- und Beratungsinstitut
GmbH","Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen",2012,2014,"355192,25","355192,25"
"BBI Bildungs- und Beratungsinstitut
GmbH","Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen (PM)",2011,2012,"164510,6","164510,6"
"BBI Bildungs- und Beratungsinstitut
GmbH","Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen (PM)",2011,2012,"177602,95","177602,95"
"BBI Bildungs- und Beratungsinstitut
GmbH","Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbietsmarkt benachteiligter Personen (PM)",2011,2014,"131815,3","131815,3"
"BBI Bildungs- und Beratungsinstitut
GmbH","Praktikumsmaßnahmen zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen",2012,2014,"392011,69","392011,69"
"BBI Bildungs- und Beratungsinstitut
GmbH","Qualifizierung auf dem Gebiet der Computertechnik
(Microsoft Excel 2003, PC - Grundlagen)",2008,2010,"1229,9","1229,9"
"BBI Bildungs- und Beratungsinstitut
GmbH",Qualifizierung zum Bilanzbuchhalter,2008,2011,"7431,12","7431,12"
"BBI Bildungs- und Beratungsinstitut
GmbH",Wiedereingliederung von behinderten Personen,2009,2012,"111750,74","111750,74"
"BBI Bildungs- und Beratungsinstitut
GmbH",Wiedereingliederung von behinderten Personen,2009,2011,"115305,22","115305,22"
"BBI Bildungs- und Beratungsinstitut
GmbH",Wiedereingliederung von behinderten Personen,2009,2013,"121808,4","121808,4"
"BBI Bildungs- und Beratungsinstitut
GmbH",Wiedereingliederung von behinderten Personen,2010,2011,"130132,69","130132,69"
"BBI Bildungs- und Beratungsinstitut
GmbH",Wiedereingliederung von behinderten Personen,2010,2011,"130828,07","130828,07"
"BBI Bildungs- und Beratungsinstitut
GmbH",Wiedereingliederung von behinderten Personen,2010,2011,130900,130900
"BBI Bildungs- und Beratungsinstitut
GmbH",Wiedereingliederung von behinderten Personen,2010,2011,136850,136850
"BBI Bildungs- und Beratungsinstitut
GmbH",Wiedereingliederung von behinderten Personen,2010,2011,142800,142800
BBI Wirtschaftsberatung GmbH,Qualifizierung von Beschäftigten,2008,2010,"2510,64","2510,64"
"BBI-Bildungs- und Beratungsinstitut
GmbH","Mit Frauenpower selbstständig - Sensiblisierung und
Qualifizierung von Frauen für eine selbstständige Tätigkeit.",2012,,"343257,38",
"BBI-Bildungs- und Beratungsinstitut
GmbH",Regionale Gründerwerkstätten im nördlichen Sachsen-Anhalt,2011,,"787119,01",
"BBI-Bildungs- und Beratungsinstitut
GmbH",Regionale Gründerwerkstätten im südlichen Sachsen-Anhalt,2011,,"762068,77",
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.",AO-028-08,2008,2013,"90425,36","90425,36"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.",AO-029-08,2008,2013,"72430,74","72430,74"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.",AO-040-06,2008,2011,"71690,27","71690,27"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.",AO-050-07,2007,2013,"258550,07","258550,07"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.",AO-051-07,2007,2012,"84828,19","84828,19"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.",AO-074-09,2009,2014,"72307,68","72307,68"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.",AO-075-09,2009,2014,"51668,58","51668,58"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Bildungsbezogenes Angebot ""Hochseilgarten Friedensau -
Ausbau der Schlüsselkompetenzen zur Vermeidung von
Schulversagen an der Sekundarschule an der Wasserburg in
Egeln",2011,2013,"1232,73","1232,73"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Bildungsbezogenes Angebot ""Ruhige Schule"" an der
Ganztagsschule A. Schweitzer in Aschersleben",2011,2012,"2739,04","2739,04"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Bildungsbezogenes Angebot Theaterprojekt in der
Ganztagesschule A.Schweitzer Aschersleben",2010,2013,210,210
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Bildungsbzogenes Angebot Kletterwald in der
Ganztagesschule ""A.Schweitzer"" Aschersleben",2010,2012,"1000,5","1000,5"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.",Qualifizierung zur Traumapädagogin,2013,2014,"1831,16","1831,16"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Schulsozialarbeit an der Förderschule ""Egelner Mulde"" in
Wolmirsleben",2009,2013,"41412,32","41412,32"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Schulsozialarbeit an der Ganztagsschule ""A. Schweitzer""
Aschersleben",2009,2013,"38601,88","38601,88"
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Schulsozialarbeit an der Sekundarschule ""An der
Wasserburg"" Egeln",2010,,"64228,67",
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Schulsozialarbeit an der Sekundarschule ""An der
Wasserburg"" in Egeln",2012,,"109305,55",
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Schulsozialarbeit an der Sekundarschule A. Schweitzer in
Aschersleben",2012,,"98575,59",
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Schulsozialarbeit an der Sekundarschule""A.Schweitzer""
Aschersleben",2010,,"69616,75",
"BBRZ Berufliches Bildungs- und
Rehabilitationszentrum e.V.","Schulsozialarbeit an derFörderschule"" Egelner Mulde""
Wolmirsleben",2010,,69552,
BBZ Bildungszentrum Prignitz GmbH,AO-003-08,2008,2014,"144211,15","144211,15"
BBZ Bildungszentrum Prignitz GmbH,AO-030-06 B,2009,2011,"8482,59","8482,59"
BBZ Bildungszentrum Prignitz GmbH,AO-036-07,2007,2013,"157509,05","157509,05"
BBZ Bildungszentrum Prignitz GmbH,AO-042-09,2009,2014,"154125,96","154125,96"
BBZ Bildungszentrum Prignitz GmbH,Berufliche Erprobung im Unternehmen,2014,,11880,
BBZ Bildungszentrum Prignitz GmbH,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"11411,93",
"BBZM Bildungs- und
Beratungszentrum GmbH Magdeburg",AO-030-09,2009,2014,"52144,57","52144,57"
"BBZM Bildungs- und
Beratungszentrum GmbH Magdeburg",AO-047-08,2008,2014,"129705,61","129705,61"
"BBZM Bildungs- und
Beratungszentrum GmbH Magdeburg",AO-062-08,2008,2014,"56127,05","56127,05"
BCS Uta Huhn,"Fachliche Weiterbildung im Unternehmen mit Schwerpunkten
Marketing, Rechtsfragen/Internetrecht, Handhabung CMS-
Content Management System und Außenwirtschaft.",2009,,"3705,41",
BE Bauelemente GmbH,Projekt QU/50035/08,2008,2010,"28601,45","28601,45"
"BEA Dienstleistungen UG
(haftungsbeschränkt)",Erfolg durch nachhaltige Personalentwicklung,2014,,"2854,6",
"BEA Dienstleistungen UG
(haftungsbeschränkt)",IT 365,2014,,5376,
"BEA Dienstleistungen UG
(haftungsbeschränkt)","Illustrator und In Design, Markt und Marketing, Web Creator
Pro 6, Erstellen einer Website",2014,,"1923,54",
"BEA Dienstleistungen UG
(haftungsbeschränkt)",Stressmanagement,2014,,"804,01",
Bearbeitungsentgelt1,Bearbeitungsentgelte 21.04.3.,2012,,0,
Bearbeitungsentgelt1,Bearbeitungsentgelte 22.01.1.,2012,,0,
Bearbeitungsentgelt2,Bearbeitungsentgelte 51.04.3.,2012,,0,
