Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu;Dofinansowanie z EU;Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
Aktywizacja Drogπ do sukcesu;FUNDACJA RAZEM;2905950.18;2470057.64;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie cieszyÒskim (II);POWIAT CIESZY—SKI/POWIATOWY URZ•D PRACY W CIESZYNIE;2929902.00;2469321.40;Nie;praca i integracja spo≥eczna;Nie
Ocena, badania i analizy oraz kontrola WRPO 2014-2020 w latach 2015-2023 - WUP w Poznaniu;SAMORZ•D WOJEW”DZTWA WIELKOPOLSKIEGO;2903522.00;2467993.00;Nie;brak;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie lipnowskim (I);POWIAT LIPNOWSKI/POWIATOWY URZ•D PRACY W LIPNIE;2902600.00;2467175.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie tarnogÛrskim (I);POWIAT TARNOG”RSKI/POWIATOWY URZ•D PRACY W TARNOWSKICH G”RACH;2926600.00;2466700.00;Nie;praca i integracja spo≥eczna;Nie
Nowy start;CENTRUM BIZNESU MA£OPOLSKI ZACHODNIEJ SP. Z O.O.;2900738.00;2465627.30;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie grÛjeckim (II);POWIAT GR”JECKI / POWIATOWY URZ•D PRACY GR”JCU;2915977.40;2457585.76;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie pu≥awskim (II);POWIAT PU£AWSKI/POWIATOWY URZ•D PRACY W PU£AWACH;2668021.10;2451644.58;Nie;praca i integracja spo≥eczna;Nie
Oúrodek Wsparcia Ekonomii Spo≥ecznej Centrum KLUCZ;FUNDACJA INSTYTUT SPRAW OBYWATELSKICH;2882260.64;2449921.54;Nie;praca i integracja spo≥eczna;Tak
Wykwalifikowani, aktywni, komunikatywni - absolwenci UKW;UNIWERSYTET KAZIMIERZA WIELKIEGO;2899722.70;2443886.29;Nie;nauka i edukacja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wadowickim (II);POWIAT WADOWICKI/POWIATOWY URZ•D PRACY W WADOWICACH;2655985.52;2440585.09;Nie;praca i integracja spo≥eczna;Nie
ÑPomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Lublinie na rok 2016î.;WOJEW”DZKI URZ•D PRACY W LUBLINIE;2889400.00;2435186.32;Nie;brak;Nie
Aktywizacja osÛb powyøej 29 r. ø. pozostajπcych bez pracy w powiecie jaros≥awskim (I);POWIAT JAROS£AWSKI/POWIATOWY URZ•D PRACY W JAROS£AWIU;2862900.00;2433465.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 29 r. ø. pozostajπcych bez pracy w powiecie jasielskim (I);POWIAT JASIELSKI / POWIATOWY URZ•D PRACY W JAåLE;2862900.00;2433465.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja†osÛb†m≥odych†pozostajπcych†bez†pracy†w†powiecie†legnickim†(I) ;POWIAT LEGNICKI/POWIATOWY URZ•D PRACY W LEGNICY;2646600.00;2432011.00;Nie;praca i integracja spo≥eczna;Tak
RPO Pomoc Techniczna;INSTYTUCJA ZARZ•DZAJ•CA REGIONALNYM PROGRAMEM OPERACYJNYM DLA WOJEW”DZTWA DOLNOåL•SKIEGO/URZ•D MARSZA£KOWSKI WOJEW”DZTWA DOLNOåL•SKIEGO/DEPARTAMENT FUNDUSZY EUROPEJSKICH/WYDZIA£ ZARZ•DZANIA FINANSOWEGO RPO;2860000.00;2431000.00;Nie;brak;Nie
"""Stawiam na zmiany""";CHORZ”W - MIASTO NA PRAWACH POWIATU;2858558.00;2429774.30;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie tarnobrzeskim i mieúcie Tarnobrzeg (I);POWIAT TARNOBRZESKI/POWIATOWY URZ•D PRACY W TARNOBRZEGU;2643700.00;2429400.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w BÍdzinie (II);POWIAT B DZI—SKI/POWIATOWY URZ•D PRACY W B DZINIE;2845430.80;2418616.20;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie krasnostawskim (II);POWIAT KRASNOSTAWSKI/POWIATOWY URZ•D PRACY W KRASNYMSTAWIE;2623018.32;2410291.53;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie koszaliÒskim i powiecie miasto Koszalin-II;POWIAT KOSZALI—SKI/POWIATOWY URZ•D PRACY W KOSZALINIE;2823160.00;2399686.00;Nie;brak;Tak
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w BÍdzinie (I);POWIAT B DZI—SKI/POWIATOWY URZ•D PRACY W B DZINIE;2822700.00;2399300.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie myszkowskim (I);POWIAT MYSZKOWSKI/POWIATOWY URZ•D PRACY W MYSZKOWIE;2841200.00;2394700.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie úwieckim (I);POWIAT åWIECKI/POWIATOWY URZ•D PRACY W åWIECIU;2604900.00;2393700.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie szczecineckim;POWIAT SZCZECINECKI/POWIATOWY URZ•D PRACY W SZCZECINKU;2812116.66;2390299.16;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie pilskim (I);POWIAT PILSKI/POWIATOWY URZ•D PRACY W PILE;2834100.00;2388579.48;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie ostrÛdzkim (I);POWIAT OSTR”DZKI / POWIATOWY URZ•D PRACY W OSTR”DZIE;2599280.00;2388478.39;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie tarnowskim i m. TarnÛw (I) ÑMÛj rozwÛj, moja szansaî;GMINA MIASTA TARNOWA - POWIATOWY URZ•D PRACY W TARNOWIE;2806400.00;2385440.00;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie øagaÒskim (II);POWIAT ØAGA—SKI/POWIATOWY URZ•D PRACY W ØAGANIU;2593575.00;2383236.07;Nie;praca i integracja spo≥eczna;Nie
Pomoc Techniczna RPOWP 2014-2020 dla WojewÛdzkiego UrzÍdu Pracy w Bia≥ymstoku na rok 2016;WOJEW”DZKI URZ•D PRACY W BIA£YMSTOKU;2802128.00;2381808.80;Nie;administracja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie opoczyÒskim (II);POWIAT OPOCZY—SKI / POWIATOWY URZ•D PRACY W OPOCZNIE;2590704.00;2380598.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie nyskim (I);POWIAT NYSKI/POWIATOWY URZ•D PRACY W NYSIE;2819000.00;2375853.20;Nie;praca i integracja spo≥eczna;Nie
Regionalne Centrum Aktywizacji M≥odych i OsÛb Niepe≥nosprawnych;STOWARZYSZENIE AKTYWNEGO WSPIERANIA GOSPODARKI;2584092.78;2374522.86;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie strzyøowskim (I);POWIAT STRZYØOWSKI/POWIATOWY URZ•D PRACY W STRZYØOWIE;2582300.00;2372900.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie - miasto Olsztyn (I);GMINA MIASTO OLSZTYN/MIEJSKI URZ•D PRACY W OLSZTYNIE;2581016.38;2371695.95;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wodzis≥awskim (II);POWIAT WODZIS£AWSKI/POWIATOWY URZ•D PRACY W WODZIS£AWIU åL•SKIM;2813908.30;2371562.00;Nie;praca i integracja spo≥eczna;Nie
MOJA STREFA WP£YWU: program zwiÍkszania zatrudnienia osÛb m≥odych na ma≥opolskim rynku pracy;SENSE CONSULTING SP. Z O.O.;2579101.64;2369936.50;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie miasto Szczecin II;GMINA MIASTO SZCZECIN/POWIATOWY URZ•D PRACY W SZCZECINIE;2787993.00;2369794.00;Nie;brak;Nie
Wsparcie kadry jednostek samorzπdu terytorialnego w zarzπdzaniu oúwiatπ ukierunkowanym na rozwÛj szkÛ≥ i kompetencji kluczowych uczniÛw;OåRODEK ROZWOJU EDUKACJI;2803982.29;2363196.28;Nie;brak;Nie
W≥πcz siÍ! Program aktywizacji zawodowej i spo≥ecznej w Katowicach;GMINA KATOWICE;2776648.00;2360150.80;Nie;brak;Nie
Praca dla M≥odych;IZBA RZEMIEåLNICZA ORAZ MA£EJ I åREDNIEJ PRZEDSI BIORCZOåCI W TARNOWIE;2566695.60;2358536.59;Nie;praca i integracja spo≥eczna;Tak
Plan Dzia≥aÒ Pomocy Technicznej RPO WO 2014-2020 na lata 2014 - 2015;OPOLSKIE CENTRUM ROZWOJU GOSPODARKI;2774400.00;2358240.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie myúlenickim (II);POWIAT MYåLENICKI - POWIATOWY URZ•D PRACY W MYåLENICACH;2565929.84;2357832.92;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie szczecineckim (II);POWIAT SZCZECINECKI/POWIATOWY URZ•D PRACY W SZCZECINKU;2564397.00;2356424.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie gostyniÒskim (I);POWIAT GOSTYNI—SKI/POWIATOWY URZ•D PRACY W GOSTYNINIE;2935100.00;2348080.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie ostrowskim (I);POWIAT OSTROWSKI/POWIATOWY URZ•D PRACY W OSTROWI MAZOWIECKIEJ;2783700.00;2346102.36;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w Powiecie Gorzowskim (I);POWIAT GORZOWSKI / POWIATOWY URZ•D PRACY W GORZOWIE WLKP.;2548500.00;2341816.65;Nie;praca i integracja spo≥eczna;Tak
"""W≥πcz siÍ spo≥ecznie! Aktywizacja spo≥eczno-zawodowa mieszkaÒcÛw Miasta Nowego Sπcza""";MIASTO NOWY S•CZ - MIEJSKI OåRODEK POMOCY SPO£ECZNEJ W NOWYM S•CZU;2754251.82;2340983.64;Nie;brak;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie øuromiÒskim (I);POWIAT ØUROMI—SKI/POWIATOWY URZ•D PRACY W ØUROMINIE;2925200.00;2340160.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja†osÛb†m≥odych†pozostajπcych†bez†pracy†w†powiecie†Dzierøoniowskim†(I) ;POWIAT DZIERØONIOWSKI - POWIATOWY URZ•D PRACY W DZIERØONIOWIE;2542300.00;2336200.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie tomaszowskim (I);POWIAT TOMASZOWSKI/POWIATOWY URZ•D PRACY W TOMASZOWIE LUBELSKIM;2542100.00;2336000.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie piotrkowskim i mieúcie Piotrkowie Trybunalskim (I);POWIAT PIOTRKOWSKI / POWIATOWY URZ•D PRACY W PIOTRKOWIE TRYBUNALSKIM;2746000.00;2334100.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie cz≥uchowskim (I);POWIAT CZ£UCHOWSKI / POWIATOWY URZ•D PRACY W CZ£UCHOWIE;2764303.20;2329754.74;Nie;praca i integracja spo≥eczna;Nie
åcieøka zdrowia do kariery;UNIWERSYTET JANA KOCHANOWSKIEGO W KIELCACH;2759667.19;2325847.50;Nie;nauka i edukacja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie z≥otoryjskim (II);POWIAT Z£OTORYJSKI/ POWIATOWY URZ•D PRACY W Z£OTORYI;2528695.00;2323618.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie sanockim (I);POWIAT SANOCKI / POWIATOWY URZ•D PRACY W SANOKU;2519000.00;2314700.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Katowicach (II);MIASTO KATOWICE/POWIATOWY URZ•D PRACY W KATOWICACH;2720396.60;2312337.10;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie lubaczowskim (I);POWIAT LUBACZOWSKI/POWIATOWY URZ•D PRACY W LUBACZOWIE;2508200.00;2304800.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Katowicach (I);MIASTO KATOWICE/POWIATOWY URZ•D PRACY W KATOWICACH;2702700.00;2297300.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kolbuszowskim (II);POWIAT KOLBUSZOWSKI / POWIATOWY URZ•D PRACY W KOLBUSZOWEJ;2496638.00;2294161.00;Nie;praca i integracja spo≥eczna;Nie
Kierunek aktywnoúÊ;MIASTO S£UPSK;2694996.96;2290747.42;Nie;brak;Nie
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Øywcu (I);POWIAT ØYWIECKI/POWIATOWY URZ•D PRACY W ØYWCU;2694800.00;2290600.00;Nie;brak;Nie
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Zawierciu (I);POWIAT ZAWIERCIA—SKI/POWIATOWY URZ•D PRACY W ZAWIERCIU;2694600.00;2290400.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kwidzyÒskim (I);POWIAT KWIDZY—SKI / POWIATOWY URZ•D PRACY W KWIDZYNIE;2708630.00;2282833.36;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie toruÒskim (I);POWIAT TORU—SKI/POWIATOWY URZ•D PRACY DLA POWIATU TORU—SKIEGO W TORUNIU;2684178.00;2281591.26;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie tomaszowskim (I);POWIAT TOMASZOWSKI / POWIATOWY URZ•D PRACY W TOMASZOWIE MAZOWIECKIM;2678800.00;2277000.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie nowotarskim (II).;POWIAT NOWOTARSKI/POWIATOWY URZ•D PRACY W NOWYM TARGU;2668877.02;2268545.46;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie p≥oÒskim (I);POWIAT P£O—SKI/POWIATOWY URZ•D PRACY W P£O—SKU;2684300.00;2262328.04;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie úredzkim (I);POWIAT åREDZKI/POWIATOWY URZ•D PRACY W åRODZIE WIELKOPOLSKIEJ;2684000.00;2262075.20;Nie;praca i integracja spo≥eczna;Nie
WIZA na rynku pracy;UNIWERSYTET MARII CURIE-SK£ODOWSKIEJ;2683187.49;2261390.41;Nie;nauka i edukacja;Nie
Aktywizacja osÛb bezrobotnych po 30 roku øycia w powiecie starogardzkim (I);POWIAT STAROGARDZKI / POWIATOWY URZ•D PRACY W STAROGARDZIE GDA—SKIM;2660300.00;2261255.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie ciechanowskim (I);POWIAT CIECHANOWSKI/POWIATOWY URZ•D PRACY W CIECHANOWIE;2825900.00;2260720.00;Nie;praca i integracja spo≥eczna;Nie
PLAN DZIA£A— POMOCY TECHNICZNEJ UMWM na lata 2015-2018 w zakresie zapewnienia monitoringu, ewaluacji i aktualizacji regionalnej strategii inteligentnych specjalizacji w ramach RPO WM;URZ•D MARSZA£KOWSKI WOJEW”DZTWA MAZOWIECKIEGO W WARSZAWIE;2825000.00;2260000.00;Nie;brak;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie úwieckim (I);POWIAT åWIECKI/POWIATOWY URZ•D PRACY W åWIECIU;2650180.00;2252643.00;Nie;praca i integracja spo≥eczna;Nie
Dzisiaj w cenie: KWALIFIKACJE I DOåWIADCZENIE!;ENTERPRISE INVESTMENT ZARZ•DZANIE RYZYKIEM KATARZYNA KSI•ØEK;2449057.36;2250438.81;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie otwockim (II);POWIAT OTWOCKI/POWIATOWY URZ•D PRACY W OTWOCKU;2668134.00;2248703.34;Nie;praca i integracja spo≥eczna;Nie
Wsparcie procesu wdraøania RPO WP 2014-2020 poprzez dzia≥ania o charakterze informacyjno-promocyjno-edukacyjnym w 2015 roku.;WOJEW”DZTWO PODKARPACKIE - URZ•D MARSZA£KOWSKI WOJEW”DZTWA PODKARPACKIEGO;2640000.00;2244000.00;Nie;administracja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie jarociÒskim (I);POWIAT JAROCI—SKI/POWIATOWY URZ•D PRACY W JAROCINIE;2662033.00;2243561.41;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie nowosolskim (I);POWIAT NOWOSOLSKI/POWIATOWY URZ•D PRACY W NOWEJ SOLI;2432100.00;2234856.69;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej bez pracy w powiecie kozienickim (I);POWIAT KOZIENICKI/POWIATOWY URZ•D PRACY W KOZIENICACH;2785600.00;2228480.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie ostrowskim (I);POWIAT OSTROWSKI/POWIATOWY URZ•D PRACY W OSTROWI MAZOWIECKIEJ;2782300.00;2225840.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie miÒskim (I);POWIAT MI—SKI/ POWIATOWY URZ•D PRACY W MI—SKU MAZOWIECKIM;2774400.00;2219520.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie tomaszowskim (II);POWIAT TOMASZOWSKI/POWIATOWY URZ•D PRACY W TOMASZOWIE LUBELSKIM;2410862.44;2215341.49;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie makowskim (I) ;POWIAT MAKOWSKI/POWIATOWY URZ•D PRACY W MAKOWIE MAZOWIECKIM;2763400.00;2210720.00;Nie;praca i integracja spo≥eczna;Nie
ZamÛwienia publiczne dla przedsiÍbiorcÛw - konkretnie, przystÍpnie i fachowo!;WIELKOPOLSKA GRUPA PRAWNICZA KOZ£OWSKI, MAèWA, SENDROWSKI I WSP”LNICY SP.K.;2619250.35;2207504.19;Nie;brak;Tak
Praca siÍ op≥aca;CHRZEåCIJA—SKA S£UØBA CHARYTATYWNA;2618250.72;2206661.71;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb w wieku powyøej 29 roku øycia w powiecie lidzbarskim;POWIAT LIDZBARSKI/POWIATOWY URZ•D PRACY W LIDZBARKU WARMI—SKIM;2591682.41;2202930.05;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kÍtrzyÒskim (II);POWIAT K TRZY—SKI/POWIATOWY URZ•D PRACY W K TRZYNIE;2395839.07;2201536.52;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb w wieku powyøej 29 roku øycia pozostajπcych bez pracy w powiecie olsztyÒskim w 2016 roku;POWIAT OLSZTY—SKI/URZ•D PRACY POWIATU OLSZTY—SKIEGO;2587077.27;2199015.67;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie miÍdzyrzeckim (II);POWIAT MI DZYRZECKI / POWIATOWY URZ•D PRACY W MI DZYRZECZU;2383145.00;2189871.94;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb bezrobotnych od 30 roku øycia z powiatu jeleniogÛrskiego i Jeleniej GÛry_2016;POWIAT JELENIOG”RSKI / POWIATOWY URZ•D PRACY W JELENIEJ G”RZE;2571903.00;2186117.00;Nie;praca i integracja spo≥eczna;Tak
Czas na zmiany - czas na pracÍ!;EURODORADZTWO SP. Z O.O.;2378745.33;2185829.09;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w Grudziπdzu i powiecie grudziπdzkim (II);MIASTO GRUDZI•DZ, POWIAT GRUDZI•DZKI/POWIATOWY URZ•D PRACY W GRUDZI•DZU;2570329.00;2184779.65;Nie;praca i integracja spo≥eczna;Tak
Drogowskaz na biznes 5;FUNDACJA ROZWOJU PRZEDSI BIORCZOåCI ATUT;2563000.00;2178550.00;Nie;brak;Tak
"""Masz pomys≥ - masz firmÍ II""";"STOWARZYSZENIE ""CENTRUM ROZWOJU EKONOMICZNEGO PAS£ KA""";2563000.00;2178550.00;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie krasnostawskim (I);POWIAT KRASNOSTAWSKI/POWIATOWY URZ•D PRACY W KRASNYMSTAWIE;2368099.99;2176099.99;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie øniÒskim (II);POWIAT ØNI—SKI/POWIATOWY URZ•D PRACY W ØNINIE;2364936.00;2173140.00;Nie;praca i integracja spo≥eczna;Nie
Powiat G≥ogowski 2020 - kierunek praca (II);POWIAT GLOGOWSKI / POWIATOWY URZ•D PRACY W G£OGOWIE;2556266.00;2172826.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych, w tym zw≥aszcza znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie brzeskim (II);POWIAT BRZESKI/POWIATOWY URZ•D PRACY W BRZEGU;2550740.23;2168129.19;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie nakielskim (I);POWIAT NAKIELSKI/POWIATOWY URZ•D PRACY W NAKLE NAD NOTECI•;2549950.00;2167482.50;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb powyøej 29 roku øycia pozostajπcych bez pracy w powiecie ostrowieckim (II);POWIAT OSTROWIECKI/ POWIATOWY URZ•D PRACY W OSTROWCU åWI TOKRZYSKIM;2545566.00;2163731.10;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie k≥obuckim (I);POWIAT K£OBUCKI/POWIATOWY URZ•D PRACY W K£OBUCKU;2566200.00;2162900.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie strzelecko-drezdeneckim (II);POWIAT STRZELECKO-DREZDENECKI/ POWIATOWY URZ•D PRACY W STRZELCACH KRAJE—SKICH;2350616.00;2159981.04;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja†osÛb†m≥odych†pozostajπcych†bez†pracy†w†powiecie†zπbkowickim†(I) ;POWIAT Z•BKOWICKI /POWIATOWY URZ•D PRACY W Z•BKOWICACH åL•SKICH;2350100.00;2159600.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie tczewskim (I);POWIAT TCZEWSKI / POWIATOWY URZ•D PRACY W TCZEWIE;2561384.00;2158734.44;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie pabianickim (I);POWIAT PABIANICKI / POWIATOWY URZ•D PRACY W PABIANICACH;2539200.00;2158300.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie miasta Gdynia i miasta Sopot (I);POWIAT M. GDYNIA / POWIATOWY URZ•D PRACY W GDYNI;2559191.01;2156886.18;Nie;praca i integracja spo≥eczna;Tak
Geo4work - RozwÛj kompetencji zawodowych studentÛw Wydzia≥u Nauk o Ziemi i Gospodarki Przestrzennej UMCS i wzmocnienie ich konkurencyjnoúci na nowoczesnym rynku pracy;UNIWERSYTET MARII CURIE-SK£ODOWSKIEJ;2558673.87;2156450.33;Nie;nauka i edukacja;Nie
TwÛj certyfikat na przysz≥oúÊ;POLITECHNIKA WARSZAWSKA - WYDZIA£ INØYNIERII PRODUKCJI;2554372.69;2152825.30;Nie;nauka i edukacja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie olsztyÒskim (II);POWIAT OLSZTY—SKI/URZ•D PRACY POWIATU OLSZTY—SKIEGO;2340302.38;2150503.85;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie stargardzkim (I);POWIAT STARGARDZKI-POWIATOWY URZ•D PRACY W STARGARDZIE SZCZECI—SKIM;2338100.00;2148480.09;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie bartoszyckim (II);POWIAT BARTOSZYCKI / POWIATOWY URZ•D PRACY W BARTOSZYCACH;2337854.28;2148254.30;Nie;praca i integracja spo≥eczna;Nie
Pendolino do zatrudnienia;POWIAT £OMØY—SKI/POWIATOWY URZ•D PRACY W £OMØY;2527000.00;2147950.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie sierpeckim (I);POWIAT SIERPECKI/POWIATOWY URZ•D PRACY W SIERPCU;2545800.00;2145600.24;Nie;praca i integracja spo≥eczna;Nie
