Name des Begünstigten,Ort,Bezeichnung des Vorhabens,Beginn des Vorhabens,Ende des Vorhabens,Gewährte öffentliche Beträge in EUR
"Johann Wolfgang Goethe-Universität Der
Präsident",Frankfurt am Main,Studien und Modelle in der Bildung,01.06.2013 , 31.10.2014,"202.600,00"
"Johann Wolfgang Goethe-Universität Der
Präsident",Frankfurt am Main,Studien und Modelle in der Bildung,15.05.2014 , 30.06.2015,"174.800,00"
"Johann Wolfgang Goethe-Universität
Frankfurt am Main -Der Präsident-",Frankfurt am Main,"Übergang Hochschule zum Arbeitsmarkt und
Lebenslanges Lernen",01.09.2013 , 28.02.2015,"259.100,00"
Jugend- und Drogenberatung Limburg e. V.,Weilburg,Perspektive II,01.07.2008 , 31.12.2010,"286.405,00"
Jugend- und Drogenberatung Limburg e. V.,Weilburg,Perspektive II,01.01.2011 , 31.12.2013,"264.956,00"
Jugend- und Drogenberatung Limburg e. V.,Weilburg,Perspektive II,01.01.2014 , 31.12.2014,"94.800,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,Ausbildung in der Migration,01.01.2008 , 31.07.2012,"451.400,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,Ausbildung in der Migration,01.08.2008 , 31.07.2012,"554.745,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"324.971,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,Ausbildung in der Migration,01.08.2009 , 31.08.2013,"498.030,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"328.091,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,Fit für Ausbildung und Beruf (FAuB),01.11.2010 , 30.06.2011,"30.171,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,Ausbildung in der Migration,01.08.2010 , 31.08.2014,"451.700,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"346.421,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"324.907,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"343.900,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"344.300,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,Ausbildung in der Migration,01.08.2008 , 31.07.2012,"554.745,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"324.971,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,Ausbildung in der Migration,01.08.2009 , 31.08.2013,"498.030,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"328.091,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,Fit für Ausbildung und Beruf (FAuB),01.11.2010 , 30.06.2011,"30.171,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,Ausbildung in der Migration,01.08.2010 , 31.08.2014,"451.700,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"346.421,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"324.907,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"343.900,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"344.300,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"342.400,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"641.729,00"
Jugendwerkstatt Gießen e.V.,Gießen,Perspektive II,01.08.2008 , 31.07.2009,"108.566,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"642.523,00"
Jugendwerkstatt Gießen e.V.,Gießen,Perspektive II,01.09.2009 , 31.08.2010,"181.140,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"640.109,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"596.157,00"
Jugendwerkstatt Gießen e.V.,Gießen,Perspektive II,01.10.2010 , 30.09.2011,"87.043,00"
Jugendwerkstatt Gießen e.V.,Gießen,Perspektive II,13.02.2012 , 12.02.2014,"336.400,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"556.319,00"
Jugendwerkstatt Felsberg e.V.,Felsberg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"342.400,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"641.729,00"
Jugendwerkstatt Gießen e.V.,Gießen,Perspektive II,01.08.2008 , 31.07.2009,"108.566,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"642.523,00"
Jugendwerkstatt Gießen e.V.,Gießen,Perspektive II,01.09.2009 , 31.08.2010,"181.140,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"640.109,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"596.157,00"
Jugendwerkstatt Gießen e.V.,Gießen,Perspektive II,01.10.2010 , 30.09.2011,"87.043,00"
Jugendwerkstatt Gießen e.V.,Gießen,Perspektive II,13.02.2012 , 12.02.2014,"336.400,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"556.319,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"622.700,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"607.500,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"382.049,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"369.962,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"368.285,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"361.696,00"
Jugendwerkstatt Hanau e.V.,Hanau,Impulse der Arbeitsmarktpolitik,01.09.2010 , 31.12.2014,"810.000,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"306.100,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"272.900,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"273.000,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"622.700,00"
Jugendwerkstatt Gießen e.V.,Gießen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"607.500,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"382.049,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"369.962,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"368.285,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"361.696,00"
Jugendwerkstatt Hanau e.V.,Hanau,Impulse der Arbeitsmarktpolitik,01.09.2010 , 31.12.2014,"810.000,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"306.100,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"272.900,00"
Jugendwerkstatt Hanau e.V.,Hanau,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"273.000,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"155.198,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"160.878,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"165.993,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,Fit für Ausbildung und Beruf (FAuB),15.10.2010 , 30.09.2011,"48.353,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"168.279,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"138.602,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"148.100,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"144.800,00"
"Jugendwerkstatt Hersfeld-Rotenburg
gGmbH i.L.",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"211.617,00"
"Jugendwerkstatt Hersfeld-Rotenburg
gGmbH i.L.",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"203.727,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"155.198,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"160.878,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"165.993,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,Fit für Ausbildung und Beruf (FAuB),15.10.2010 , 30.09.2011,"48.353,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"168.279,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"138.602,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"148.100,00"
Jugendwerkstatt Herrnhaag e.V.,Büdingen,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"144.800,00"
"Jugendwerkstatt Hersfeld-Rotenburg
gGmbH i.L.",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"211.617,00"
"Jugendwerkstatt Hersfeld-Rotenburg
gGmbH i.L.",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"203.727,00"
"Jugendwerkstatt Hersfeld-Rotenburg
gGmbH i.L.",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"238.281,00"
"Jugendwerkstatt Hersfeld-Rotenburg
gGmbH i.L.",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"187.365,00"
Jugendwerkstätten Odenwald e.V.,Erbach,Ausbildung in Partnerschaften,05.05.2008 , 31.08.2011,"21.417,00"
Jugendwerkstätten Odenwald e.V.,Erbach,Ausbildung in Partnerschaften,18.05.2009 , 31.08.2012,"41.737,00"
Jugendwerkstätten Odenwald e.V.,Erbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"39.939,00"
Jugendwerkstätten Odenwald e.V.,Erbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"46.930,00"
Jugendwerkstätten Odenwald e.V.,Erbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"28.600,00"
Jugendwerkstätten Odenwald e.V.,Erbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"32.200,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"213.036,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"215.919,00"
"Jugendwerkstatt Hersfeld-Rotenburg
gGmbH i.L.",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"238.281,00"
"Jugendwerkstatt Hersfeld-Rotenburg
gGmbH i.L.",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"187.365,00"
Jugendwerkstätten Odenwald e.V.,Erbach,Ausbildung in Partnerschaften,05.05.2008 , 31.08.2011,"21.417,00"
Jugendwerkstätten Odenwald e.V.,Erbach,Ausbildung in Partnerschaften,18.05.2009 , 31.08.2012,"41.737,00"
Jugendwerkstätten Odenwald e.V.,Erbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"39.939,00"
Jugendwerkstätten Odenwald e.V.,Erbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"46.930,00"
Jugendwerkstätten Odenwald e.V.,Erbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"28.600,00"
Jugendwerkstätten Odenwald e.V.,Erbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"32.200,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"213.036,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"215.919,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"193.245,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"210.231,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"211.282,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"186.784,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"186.700,00"
Justus-Liebig-Universität Gießen,Gießen,"Übergang Hochschule zum Arbeitsmarkt und
Lebenslanges Lernen",01.03.2011 , 28.02.2014,"1.003.234,00"
Klinikum Kassel GmbH,Kassel,Qualifizierung in der Krankenpflegehilfe,01.11.2007 , 31.10.2008,"252.020,00"
"Kompass Zentrum für Existenzgründungen
Frankfurt am Main gGmbH",Frankfurt am Main,Impulse der Arbeitsmarktpolitik,07.10.2013 , 31.12.2014,"199.800,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Passgenau in Arbeit (PiA),01.08.2008 , 31.12.2008,"333.819,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Qualifizierung in der Altenpflege,15.12.2008 , 02.07.2009,"5.049,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"193.245,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"210.231,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"211.282,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"186.784,00"
JUKO Marburg e.V.,Marburg,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"186.700,00"
Justus-Liebig-Universität Gießen,Gießen,"Übergang Hochschule zum Arbeitsmarkt und
Lebenslanges Lernen",01.03.2011 , 28.02.2014,"1.003.234,00"
Klinikum Kassel GmbH,Kassel,Qualifizierung in der Krankenpflegehilfe,01.11.2007 , 31.10.2008,"252.020,00"
"Kompass Zentrum für Existenzgründungen
Frankfurt am Main gGmbH",Frankfurt am Main,Impulse der Arbeitsmarktpolitik,07.10.2013 , 31.12.2014,"199.800,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Passgenau in Arbeit (PiA),01.08.2008 , 31.12.2008,"333.819,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Qualifizierung in der Altenpflege,15.12.2008 , 02.07.2009,"5.049,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Passgenau in Arbeit (PiA),01.01.2009 , 31.12.2009,"355.488,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Passgenau in Arbeit (PiA),01.01.2010 , 31.12.2010,"356.996,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Arbeitsmarktbudget,01.01.2011 , 31.12.2011,"349.500,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Arbeitsmarktbudget,01.01.2012 , 31.12.2012,"289.314,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Arbeitsmarktbudget,01.01.2013 , 31.12.2013,"354.038,00"
Kreisausschuss des Landkreises Fulda,Fulda,Passgenau in Arbeit (PiA),01.01.2008 , 31.12.2008,"196.133,00"
Kreisausschuss des Landkreises Fulda,Fulda,Passgenau in Arbeit (PiA),01.01.2009 , 31.12.2009,"216.360,00"
Kreisausschuss des Landkreises Fulda,Fulda,Quit - Qualifizierungsbeauftragte,01.11.2010 , 31.12.2012,"421.225,00"
Kreisausschuss des Landkreises Fulda,Fulda,Passgenau in Arbeit (PiA),01.01.2010 , 31.12.2010,"199.899,00"
Kreisausschuss des Landkreises Fulda,Fulda,Arbeitsmarktbudget,01.01.2011 , 31.12.2011,"230.664,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Passgenau in Arbeit (PiA),01.01.2009 , 31.12.2009,"355.488,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Passgenau in Arbeit (PiA),01.01.2010 , 31.12.2010,"356.996,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Arbeitsmarktbudget,01.01.2011 , 31.12.2011,"349.500,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Arbeitsmarktbudget,01.01.2012 , 31.12.2012,"289.314,00"
Kreisausschuss des Lahn-Dill-Kreises,Wetzlar,Arbeitsmarktbudget,01.01.2013 , 31.12.2013,"354.038,00"
Kreisausschuss des Landkreises Fulda,Fulda,Passgenau in Arbeit (PiA),01.01.2008 , 31.12.2008,"196.133,00"
Kreisausschuss des Landkreises Fulda,Fulda,Passgenau in Arbeit (PiA),01.01.2009 , 31.12.2009,"216.360,00"
Kreisausschuss des Landkreises Fulda,Fulda,Quit - Qualifizierungsbeauftragte,01.11.2010 , 31.12.2012,"421.225,00"
Kreisausschuss des Landkreises Fulda,Fulda,Passgenau in Arbeit (PiA),01.01.2010 , 31.12.2010,"199.899,00"
Kreisausschuss des Landkreises Fulda,Fulda,Arbeitsmarktbudget,01.01.2011 , 31.12.2011,"230.664,00"
Kreisausschuss des Landkreises Fulda,Fulda,Arbeitsmarktbudget,01.01.2012 , 31.12.2012,"241.608,00"
Kreisausschuss des Landkreises Fulda,Fulda,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"584.900,00"
Kreisausschuss des Landkreises Fulda,Fulda,Arbeitsmarktbudget,01.01.2013 , 31.12.2013,"230.700,00"
Kreisausschuss des Landkreises Gießen,Gießen,Passgenau in Arbeit (PiA),01.01.2008 , 31.12.2008,"329.734,00"
Kreisausschuss des Landkreises Gießen,Gießen,Passgenau in Arbeit (PiA),01.01.2009 , 31.12.2009,"311.331,96"
Kreisausschuss des Landkreises Gießen,Gießen,Passgenau in Arbeit (PiA),01.01.2010 , 31.12.2010,"323.997,00"
Kreisausschuss des Landkreises Gießen,Gießen,Arbeitsmarktbudget,01.01.2011 , 31.12.2011,"394.977,00"
Kreisausschuss des Landkreises Gießen,Gießen,Arbeitsmarktbudget,01.01.2012 , 31.12.2012,"402.066,00"
Kreisausschuss des Landkreises Gießen,Gießen,Arbeitsmarktbudget,01.01.2013 , 31.12.2013,"412.211,00"
"Kreisausschuss des Landkreises Hersfeld-
Rotenburg",Bad Hersfeld,Passgenau in Arbeit (PiA),01.01.2008 , 31.12.2008,"179.546,00"
Kreisausschuss des Landkreises Fulda,Fulda,Arbeitsmarktbudget,01.01.2012 , 31.12.2012,"241.608,00"
Kreisausschuss des Landkreises Fulda,Fulda,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"584.900,00"
Kreisausschuss des Landkreises Fulda,Fulda,Arbeitsmarktbudget,01.01.2013 , 31.12.2013,"230.700,00"
Kreisausschuss des Landkreises Gießen,Gießen,Passgenau in Arbeit (PiA),01.01.2008 , 31.12.2008,"329.734,00"
Kreisausschuss des Landkreises Gießen,Gießen,Passgenau in Arbeit (PiA),01.01.2009 , 31.12.2009,"311.331,96"
Kreisausschuss des Landkreises Gießen,Gießen,Passgenau in Arbeit (PiA),01.01.2010 , 31.12.2010,"323.997,00"
