Name des Begünstigten/beneficiary name,Bezeichnung des Vorhabens/operation name,Zusammenfassung des Vorhabens/operation summary,Datum des Beginns des Vorhabens/operation start date,Datum des Endes des Vorhabens/operation end date,Gesamtbetrag der förderfähigen Ausgaben des Vorhabens/total eligible expenditure allocated to the operation,Postleitzahl des Vorhabens/operation postcode,Land/country,Bezeichnung der Interventionskategorie für das Vorhaben/name of category of intervention for the operation,Spezifisches Ziel/specific objective,Internet-Adresse des Vorhabens/website of the operation
Textilverschwörung GmbH  ,Coaching,Förderprogramm Coaching 2015,14.10.2015,13.10.2016,"12.000,00",68169,Deutschland,106,A 5.1,www.textilverschwoerung.de
The Ginger Juice Company GmbH ,Coaching,Förderprogramm Coaching 2016,14.03.2016,13.03.2017,"9.000,00",76437,Deutschland,106,A 5.1,www.ginger-juice-company.com
Thiel GmbH  ,Coaching,Förderprogramm Coaching 2015,10.07.2015,09.07.2016,"12.000,00",73265,Deutschland,106,A 5.1,www.derThiel.de
Thierry Präzisionslackiertechnik GmbH,Coaching,Förderprogramm Coaching 2015,10.06.2015,16.10.2016,"12.000,00",70499,Deutschland,106,A 5.1,www.thierry-gmbh.de
"Thomas Brylla, Vision Praxis ",Coaching,Förderprogramm Coaching 2015,10.08.2015,31.07.2016,"12.000,00",88085,Deutschland,106,A 5.1,www.visionpraxis.de
Thomas Eckhardt  ,Coaching,Förderprogramm Coaching 2015,15.10.2015,14.10.2016,"12.000,00",89073,Deutschland,106,A 5.1,www.mohrenkoepfle-ulm.de
Thomas Kapitel Kapitelhaus Presse + PR ,Coaching,Förderprogramm Coaching 2015,15.06.2015,31.12.2015,"12.000,00",88046,Deutschland,106,A 5.1,www.kapitelhaus.de
Tisido GmbH  ,Coaching,Förderprogramm Coaching 2016,26.02.2016,26.02.2017,"9.000,00",88696,Deutschland,106,A 5.1,www.tisido.de
TopoMetric GmbH  ,Coaching,Förderprogramm Coaching 2015,27.04.2015,31.12.2016,"12.000,00",73035,Deutschland,106,A 5.1,www.topometric.de
Torsten Zenker  ,Coaching,Förderprogramm Coaching 2015,26.08.2015,25.08.2016,"8.000,00",76185,Deutschland,106,A 5.1,www.bwhm-beratung.de
Tramm-Haustechnik  ,Coaching,Förderprogramm Coaching 2015,18.11.2015,17.11.2016,"12.000,00",76135,Deutschland,106,A 5.1,www.tramm.info
Trautwein Training  ,Fachkurse,Förderprogramm Fachkurse 2015/2016,26.11.2015,03.12.2016,"417.335,00",79235,Deutschland,106,A 5.1,www.trautweintraining.de
Trautwein Training  ,Fachkurse,Förderprogramm Fachkurse 2015,19.02.2015,17.10.2015,"106.030,00",79235,Deutschland,106,A 5.1,www.trautweintraining.de
Trägerverein Freies Kinderhaus e.V. ,JAA Modul 4,JAA - Jugendliche in Ausbildung und Arbeit - Beratung und Unterstützung durch die Jugendagentur Modul 4: praktische Erprobung,01.01.2015,31.12.2015,"70.811,75",72622,Deutschland,109,B 1.1,.
Trägerverein Freies Kinderhaus e.V. ,JAA Modul 4,JAA Modul 4 - Jugendliche in Ausbildung und Arbeit - Beratung und Unterstützung durch die Jugendagentur,01.01.2016,31.12.2016,"72.671,79",72622,Deutschland,109,B 1.1,.
Tschorn GmbH  ,Coaching,Förderprogramm Coaching 2015,01.06.2015,31.05.2016,"12.000,00",73660,Deutschland,106,A 5.1,www.tschorn-gmbh.de
Tschorn GmbH  ,Coaching,Förderprogramm Coaching 2016,01.03.2016,28.02.2017,"9.000,00",73660,Deutschland,106,A 5.1,www.tschorn-gmbh.de
Tschorn GmbH  ,Coaching,Förderprogramm Coaching 2015,08.10.2015,08.10.2016,"12.000,00",73660,Deutschland,106,A 5.1,www.tschorn-gmbh.de
TÜV SÜD Akademie GmbH  ,Fachkurse EM,Förderprogramm Fachkurse 2015/2016 EM,01.09.2015,31.08.2016,"110.676,00",80339,Deutschland,106,A 5.1,www.tuev-sued.de/akademie
TÜV SÜD Akademie GmbH  ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"1.725.245,00",80339,Deutschland,106,A 5.1,www.tuev-sued.de/akademie
TÜV SÜD Akademie GmbH  ,Fachkurse EM,Förderprogramm Fachkurse 2015 Schwerpunkt Elektromobilität,23.02.2015,27.08.2015,"7.475,00",70794,Deutschland,106,A 5.1,www.tuev-sued.de/akademie
TÜV SÜD Akademie GmbH  ,Fachkurse,Förderprogramm Fachkurse 2015,05.01.2015,31.08.2015,"370.070,00",80339,Deutschland,106,A 5.1,www.tuev-sued.de
Tübinger Akademie für Weiterbildung ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,26.03.2017,"453.358,00",72138,Deutschland,106,A 5.1,www.tuebinger-akademie.com
Tübinger Akademie für Weiterbildung ,Fachkurse,Förderprogramm Fachkurse 2015,23.01.2015,20.04.2016,"213.550,00",71126,Deutschland,106,A 5.1,www.tuebinger-akademie.de
"Tübinger Stahlfeinguss, Franz Stadtler GmbH & Co. KG",Coaching,Förderprogramm Coaching 2015,01.07.2015,30.06.2016,"12.000,00",72070,Deutschland,106,A 5.1,www.tsf.de
"Tübinger Stahlfeinguss, Franz Stadtler GmbH & Co. KG",Coaching,Förderprogramm Coaching 2015,01.07.2015,30.06.2016,"12.000,00",72070,Deutschland,106,A 5.1,www.tsf.de
U2 Unternehmensberatung & Umsetzungsunterstützung GmbH,Fachkurse,Förderprogramm Fachkurse 2015/2016,25.01.2016,23.09.2016,"462.965,00",70499,Deutschland,106,A 5.1,www.u-quadrat.de
USS GmbH  ,Restart 2016,"ReStart 2016
    Stabilisierung und Vermittlung langzeitarbeitsloser Teilnehmer mit gesundheitlichen Einschränkungen",01.01.2016,31.12.2016,"162.329,07",74076,Deutschland,109,B 1.1,www.uss.de
USS GmbH  ,ReStart,Perspektive ReStart,01.01.2015,31.12.2015,"160.023,22",74076,Deutschland,109,B 1.1,www.uss.de
"Ulli Maier, Elektro- und Maschinentechnik ",Coaching,Förderprogramm Coaching 2015,26.11.2015,26.11.2016,"12.000,00",71384,Deutschland,106,A 5.1,www.maier-weinstadt.de
"Ulrich Hertnagel Flaschnerei, Heizungsbau, Sanitärinstallation",Coaching,Förderprogramm Coaching 2015,25.05.2015,24.05.2016,"3.200,00",88069,Deutschland,106,A 5.1,www.
Universität Konstanz  ,Mentoringplus KN,"Mentoringplus Konstanz: Angebot für Studentinnen, Absolventinnen und Doktorandinnen unter Berücksichtigung von Diversitykriterien wie Migrationshintergrund, Erstakademikerinnen, gesundheitliche Beeinträchtigung oder Transsexualität.",01.11.2015,31.10.2018,"286.396,66",78464,Deutschland,118,C 4.2,http://www.gleichstellung.uni-konstanz.de
Universität Ulm  ,SAPS:RI,Auf- und Ausbau von Strukturen der wissenschaftlichen Weiterbildung an Hochschulen in Baden-Württemberg (SAPS:RI),01.01.2016,31.12.2018,"412.195,81",89081,Deutschland,118,C 4.2,www.uni-ulm.de/saps
Uss impuls gGmbH  ,KOFA,Kompetenzfabrik,01.01.2015,31.12.2015,"197.479,60",74076,Deutschland,115,C 1.1,www.uss.de
Uwe Kleindienst Karosseriebetrieb ,Coaching,Förderprogramm Coaching 2015,13.03.2015,13.03.2016,"2.400,00",74385,Deutschland,106,A 5.1,www.kleindienst-karosserei.de
VHS Konstanz-Singen e.V.  ,Bessere Chancen,Bessere Chancen im Beruf. Individuelle Stärkung und Ausbau der grundlegenden Grundbildungskompetenzen sowie Erweiterung und Vertiefung berufsfeldbezogener Kenntnisse und Fertigkeiten zur Förderung beruflicher Handlungskompetenz.,01.09.2015,31.08.2018,"126.602,16",78224,Deutschland,106,A 5.1,www.vhs-konstanz-singen.de
VHS Unteres Remstal e.V.  ,Fachkurse,Förderprogramm Fachkurse 2015,16.02.2015,13.09.2015,"6.981,00",71332,Deutschland,106,A 5.1,www.vhs-unteres-remstal.de
VHS Unteres Remstal e.V.  ,Fachkurse,Förderprogramm Fachkurse 2015/2016,15.09.2015,31.08.2016,"41.051,00",71332,Deutschland,106,A 5.1,www.vhs-unteres-remstal.de
VMR GmbH & Co. KG  ,Coaching,Förderprogramm Coaching 2016,08.02.2016,29.04.2016,"9.000,00",78087,Deutschland,106,A 5.1,www.vmr-kg.de
VMR GmbH & Co. KG  ,Coaching,Förderprogramm Coaching 2015,01.07.2015,30.06.2016,"12.000,00",78087,Deutschland,106,A 5.1,www.vmr-kg.de
Vatter Bildungszentrum GmbH  Co. KG ,MzBasis 2015,"MzBASIS
    Mut zur Beschäftigung - Anerkennung - Sprache - Integration - Selbstbstimmung (Folgemaßnahme)",01.01.2015,31.12.2015,"119.211,16",78628,Deutschland,109,B 1.1,www.bildungszentrum.de
Veigel GmbH & Co. KG  ,Coaching,Förderprogramm Coaching 2015,08.05.2015,08.05.2016,"12.000,00",74653,Deutschland,106,A 5.1,www.veigel-automotive.de
Venneos GmbH  ,Coaching,Förderprogramm Coaching 2016,08.02.2016,31.12.2016,"9.000,00",70569,Deutschland,106,A 5.1,www.venneos.com
Verein Oberlinhaus e.V.  ,Impuls Ausbildung 15,"Impuls Ausbildung - verstärkte individuelle Betreuung, Förderung der sozialen Kompetenzen und Unterstützung bei der Berufswegeplanung für die Schülerinnen der VAB-Klassen und der zweijährigen Berufsfachklassen an der Heinrich-Schickhardt-Schule FDS",01.01.2015,31.12.2016,"161.104,43",72250,Deutschland,115,C 1.1,www.oberlinhaus-fds.de
Verein Z.Foerderung D.Aus U.Weiterb.I.Schornstein- Fegerhandwerk B.-W. e.V.,Fachkurse,Förderprogramm Fachkurse 2015-2016,01.01.2016,31.07.2016,"440.118,52",76187,Deutschland,106,A 5.1,www.livulm.de
Verein für Jugendhilfe Karlsruhe e.V. ,FIB,"Fluchterfahrene junge Menschen - Integration Beruf (F.I.B.)
     F.I.B. nimmt eine Beratungs- und Vermittlungsfunktion zur beruflichen Integration von jungen Flüchtlingen ein. Die Teilnehmer entwickeln berufliche Perspektiven.",01.01.2016,31.12.2016,"74.733,15",76189,Deutschland,115,C 1.1,www.vfj-ka.de
Verein für Jugendhilfe im Landkreis Böblingen e.V. ,ABC junge Migranten,ABC für junge Migranten,01.01.2015,31.12.2015,"114.569,48",71034,Deutschland,115,C 1.1,www.vewrein-fuer-jugendhilfe.de
Verein für Soziale Psychiatrie e.V. ,MuM,MuM - Menschen unterstützen Menschen. Das Projekt hat das Ziel die Beschäftigungsfähigkeit von Menschen mit multiplen Vermittlungshemmnissen an den Arbeitsmarkt heran zu führen.,01.01.2015,31.12.2015,"148.724,39",73728,Deutschland,109,B 1.1,.
Verein für Soziale Psychiatrie e.V. ,So Ko,So Ko - Steigerung der sozialen Kompetenzen. Das Projekt hat das Ziel die Beschäftigungsfähigkeit von Menschen mit multiplen Vermittlungshemmnissen zu verbessern und die Schlüsselqualifikationen zu erhöhen.,01.01.2016,31.12.2016,"142.830,17",73728,Deutschland,109,B 1.1,.
Verein zur Förderung der Berufsbildung e.V. ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"783.234,00",71636,Deutschland,106,A 5.1,www.ihk-vfb.de
Verein zur Förderung der Waldorfpädagogik in Sillenbuch,Coaching,Förderprogramm Coaching 2016,28.04.2016,30.03.2017,"9.000,00",70619,Deutschland,106,A 5.1,www.waldorfkindergarten-sillenbuch.de
Verein zur beruflichen Integration und Qualifizierung e.V.,WiLa 2016 Sinnsheim,WiLa 2016 - Wiedereingliederung langzeitarbeitsloser Menschen mit mehrfachen Vermittlungshemmnissen.,01.01.2016,31.12.2016,"131.570,05",74889,Deutschland,109,B 1.1,www.vbi-heidelberg.de
Verein zur beruflichen Integration und Qualifizierung e.V.,ArgeS+ Wiesloch 2015,"ArgeS+ Wiesloch 2015
         Arbeit im gesunden System widmet sich dem Zusammenhang von Arbeitslosigkeit und Krankheit in wechselseitiger Beziehung mit Zielen einer geregelten Tagesstruktur, gesundheitsbewusstem Lebensstil sowie Integration in Beschäftig",01.01.2015,31.12.2015,"99.212,01",69168,Deutschland,109,B 1.1,www.vbi-heidelberg.de
Verein zur beruflichen Integration und Qualifizierung e.V.,ArgeS +Sinsheim 2015,"ArgeS +Sinsheim 2015 -Arbeit im gesunden System widmet sich dem Zusammenhang von Arbeitslosigkeit und Krankheit in wechselseitiger Beziehung mit Ziele einer geregelten Tagesstruktur, gesundheitsbewusstem Lebensstil sowie Integration in Beschäftigung.",01.01.2015,31.12.2015,"105.088,96",74889,Deutschland,109,B 1.1,www.vbi-heidelberg.de
Verein zur beruflichen Integration und Qualifizierung e.V.,Einstieg 2015,Einstieg 2015 - Gemeinsam lernen zum Einstieg in den Arbeitsmarkt: Herstellung von Beschäftigungsfähigkeit sowie Erarbeitung von Perspektiven bei Langzeitarbeitslosen im SGB II mit multiplen Vermittlungshemmnissen,01.01.2015,31.12.2015,"125.094,74",69115,Deutschland,109,B 1.1,www.vbi-heidelberg.de
Verein zur beruflichen Integration und Qualifizierung e.V.,WiLa 2016 Wiesloch,WiLa 2016 - Wiedereingliederung langzeitarbeitsloser Menschen mit mehrfachen Vermittlungshemmnissen.,01.01.2016,31.12.2016,"131.091,29",69168,Deutschland,109,B 1.1,www.vbi-heidelberg.de
Verein zur beruflichen Integration und Qualifizierung e.V.,Einstieg 2016,Einstieg 2016 - Angehen sozialer Problemlagen und Heranführen an den Arbeitsmarkt: Herstellung von Beschäftigungsfähigkeit sowie Erarbeitung von Perspektiven bei Langzeitarbeitslosen im SGB II mit multiplen Vermittlungshindernissen.,01.01.2016,31.12.2016,"138.109,57",69115,Deutschland,109,B 1.1,www.vbi-heidelberg.de
Verkehr & Ausbildung Hartmann Inh. Jörg Hartmann,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"72.330,00",73207,Deutschland,106,A 5.1,www.va-hartmann.de
Verkehr & Ausbildung Hartmann Inh. Jörg Hartmann,Fachkurse,Förderprogramm Fachkurse 2015-2016,01.09.2015,31.08.2016,"659.720,00",73207,Deutschland,106,A 5.1,www.va-hartmann.de
Vero Projektbau GmbH  ,Coaching,Förderprogramm Coaching 2016,29.02.2016,28.02.2017,"9.000,00",72764,Deutschland,106,A 5.1,www.vero-immobillien.de
Verwaltungs- und Wirtschafts-Akademie Baden in Karlsruhe e.V.,Fachkurse,Förderprogramm Fachkurse 2015-2016,04.11.2015,07.07.2016,"182.280,00",76133,Deutschland,106,A 5.1,www.vwa-baden.de
Victor Mayer GmbH & Co.KG  ,Coaching,Förderprogramm Coaching 2015,04.09.2015,30.08.2016,"12.000,00",75172,Deutschland,106,A 5.1,www.victor-mayer.de
Vidatics GmbH  ,Coaching,Förderprogramm Coaching 2015,01.07.2015,30.06.2016,"12.000,00",78462,Deutschland,106,A 5.1,www.vidatics.de
Vitus König GmbH & Co. KG  ,Coaching,Förderprogramm Coaching 2015,01.04.2015,30.09.2016,"12.000,00",73431,Deutschland,106,A 5.1,www.vituskoenig.de
Vodafon Shop Inh. Gökhan Sakar ,Coaching,Förderprogramm Coaching 2016,15.02.2016,14.02.2017,"9.000,00",70372,Deutschland,106,A 5.1,www.vodafone.de
Vodafone Shop Inh. Hakan Karatas ,Coaching,Förderprogramm Coaching 2016,01.02.2016,31.01.2017,"9.000,00",73614,Deutschland,106,A 5.1,www.vodafone.de
Vodafone Shop Inh. Mehmet Tok ,Coaching,Förderprogramm Coaching 2016,15.04.2016,14.04.2017,"9.000,00",70563,Deutschland,106,A 5.1,www.keine-vorhanden.de
Voleatech GmbH  ,Coaching,Förderprogramm Coaching 2015,01.05.2015,01.05.2016,"12.000,00",72072,Deutschland,106,A 5.1,www.voleatech.de
Volkshochschule Aalen  ,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"15.794,30",73430,Deutschland,106,A 5.1,www.vhs-aalen.de
Volkshochschule Aalen  ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"62.280,80",73430,Deutschland,106,A 5.1,www.vhs-aalen.de
Volkshochschule Backnang e.V. ,Fachkurse,Förderprogramm Fachkurse 2015,01.09.2015,31.08.2016,"30.490,00",71522,Deutschland,106,A 5.1,www.vhs-backnang.de
Volkshochschule Balingen e.V. ,Fachkurse,Förderprogramm Fachkurse 2015-2016,14.09.2015,31.07.2016,"45.481,00",72336,Deutschland,106,A 5.1,www.vhs-balingen.de
Volkshochschule Balingen e.V. ,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"5.702,00",72336,Deutschland,106,A 5.1,www.vhs-balingen.de
Volkshochschule Dreisamtal e.V. ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,30.08.2016,"46.800,00",79199,Deutschland,106,A 5.1,www.vhs-dreisamtal.de
Volkshochschule Freiburg e.V. ,Perspektive 3 2015,Perspektive 3 - Übergangsmanagement und Berufseinstiegsbegleitung für Teilnehmende des zweiten Bildungsweges. TN sollen in Ausbildung oder ein Arbeitsverhältnis mit längerfristiger Perspektive gebracht werden.,01.01.2015,31.12.2016,"133.153,00",79098,Deutschland,115,C 1.1,www.vhs-freiburg.de
Volkshochschule Freiburg e.V. ,Alpha-Kompentenz,"Alpha-Kompetenz:
     Jährlich 3 Kurse á 80 Std.: 2 Standard-Alphabetisierungskurse für funktionale Analphabeten für Deutsche und gut deutsch sprechende MigrantInnen, sowie ein Rechtschreib- und Grammatikkurs insbesondere für MigrantInnen.",01.09.2015,31.08.2018,"75.176,59",79098,Deutschland,106,A 5.1,www.vhs-freiburg.de
Volkshochschule Freiburg e.V. ,Fachkurse,Förderprogramm Fachkurse 2015,25.02.2015,27.07.2015,"586,57",79098,Deutschland,106,A 5.1,www.vhs-freiburg.de
Volkshochschule Freiburg e.V. ,Fachkurse,Förderprogramm Fachkurse 2015/2016,28.09.2015,31.08.2016,"25.435,00",79098,Deutschland,106,A 5.1,www.vhs-freiburg.de
Volkshochschule Friedrichshafen ,AMIA,Assistenz in Betreuung und Pflege. Förderung der Beschäftigungsreife von Frauen mit Migrationshintergrund und Ausländerinnen mit möglichem nachfolgendem Einstieg in verschiedene Berufsfelder und Ausbildungen des Sozial- und Gesundheitswesen.,01.04.2015,31.03.2016,"102.543,11",88045,Deutschland,109,B 1.1,.
Volkshochschule Friedrichshafen ,Fachkurse,Förderprogramm Fachkurse 2015/2016,21.09.2015,22.07.2016,"57.024,80",88045,Deutschland,106,A 5.1,www.vhs-fn.de
Volkshochschule Friedrichshafen ,Fachkurse,Förderprogramm Fachkurse 2015,23.02.2015,17.07.2015,"5.671,98",88045,Deutschland,106,A 5.1,www.vhs-fn.de
Volkshochschule Göppingen  ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"59.723,00",73033,Deutschland,106,A 5.1,www.vhs-goeppingen.de
Volkshochschule Göppingen  ,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"20.691,00",73033,Deutschland,106,A 5.1,www.vhs-goppingen.de
Volkshochschule Heidenheim  ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"82.820,00",89522,Deutschland,106,A 5.1,www.vhs-heidenheim.de
Volkshochschule Heidenheim  ,Lesen und Schreiben,Meine Chance! Mein Schlüssel zum Erfolg: Der Kurs ? Lesen und Schreiben ?,21.09.2015,31.08.2018,"144.375,94",89522,Deutschland,106,A 5.1,www.vhs-heidenheim.de
Volkshochschule Heilbronn gGmbH ,Fachkurse,Förderprogramm Fachkurse 2015,23.02.2015,10.09.2015,"7.587,73",74076,Deutschland,106,A 5.1,www.vhs-heilbronn.de
Volkshochschule Heilbronn gGmbH ,KoLSH,Kompetenzzentrum Lesen und Schreiben Heilbronn,01.09.2015,31.08.2018,"60.362,38",74072,Deutschland,106,A 5.1,www.vhs-heilbronn.de
Volkshochschule Heilbronn gGmbH ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"88.681,60",74072,Deutschland,106,A 5.1,www.vhs-heilbronn.de
Volkshochschule Karlsruhe e.V. ,Alphabetisierung,Alphabetisierung und Grundbildung als Weg zu Erfolg und Teilhabe in Beruf und Gesellschaft -berufsbezogene Lese- Schreib und Kommunikationskurse und aufsuchende Bildungsarbeit,01.09.2015,31.08.2018,"115.279,80",76133,Deutschland,106,A 5.1,www.vhs-karlsruhe.de
Volkshochschule Kirchheim unter Teck e.V. ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"48.052,00",73230,Deutschland,106,A 5.1,www.vhskirchheim.de
Volkshochschule Künzelsau ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"32.886,00",74653,Deutschland,106,A 5.1,www.vhskuen.de
Volkshochschule Künzelsau ,IWidA-Ihr Weg i.d.Ar,IWidA - Ihr Weg in die Arbeit,01.01.2015,31.12.2016,"154.061,52",74653,Deutschland,109,B 1.1,www.vhskuen.de
Volkshochschule Ludwigsburg  ,Fachkurse,Förderprogramm Fachkurse 2015-2016,01.09.2015,21.08.2016,"29.279,00",71638,Deutschland,106,A 5.1,www.vhs-ludwigsburg.de
Volkshochschule Ludwigsburg  ,Fachkurse,Förderprogramm Fachkurse 2015,01.02.2015,31.08.2015,"9.143,00",71638,Deutschland,106,A 5.1,www.vhs-ludwigsburg.de
Volkshochschule Metzingen-Ermstal e.V. ,Fachkurse,Förderprogramm Fachkurse 2015-2016,01.09.2015,31.08.2016,"77.448,00",72555,Deutschland,106,A 5.1,www.vhs-metzingen.de
Volkshochschule Metzingen-Ermstal e.V. ,Fachkurse,Förderprogramm Fachkurse 2015,07.01.2015,01.08.2015,"13.630,00",72555,Deutschland,106,A 5.1,www.vhs-metzingen.de
Volkshochschule Nördlicher Breisgau ,Fachkurse,Förderprogramm Fachkurse 2015/2016,16.09.2015,31.08.2016,"68.804,00",79312,Deutschland,106,A 5.1,www.vhs-em.de
Volkshochschule Nördlicher Breisgau ,Fachkurse,Förderprogramm Fachkurse 2015,26.01.2015,31.08.2015,"6.250,00",79312,Deutschland,106,A 5.1,www.vhs-em.de
Volkshochschule Reutlingen GmbH ,BuS,"Beruf und Sprache - Mein Beruf in Deutschland. Zielgruppe Migrantinnen, vor allem Mütter. Ziele: Verbesserung der Ausbildungs- und Beschäftigungsfähigkeit, Einstieg in Ausbildung oder Berufstätigkeit.",01.03.2015,30.11.2016,"212.097,69",72764,Deutschland,109,B 1.1,.
Volkshochschule Rheinfelden e.V. ,Fachkurse,Förderprogramm Fachkurse 2015/2016,22.02.2016,31.07.2016,"137.192,80",79618,Deutschland,106,A 5.1,www.vhs-rheinfelden.de
Volkshochschule Schorndorf e.V. ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"34.128,00",73614,Deutschland,106,A 5.1,www.vhs-schorndorf.de
Volkshochschule Stuttgart e.V. ,Arobi,"Arbeittsplatzoreintierte Grundbildung (Arobi) für Perosnen mit mangelnden Grundbildungskompetenzen (Lesen, Schreiben, Rechnen etc.). Zielgruppe sind insbesondere Erwerbstätige, die un- und angelernte Tätigkeiten ausüben",01.09.2015,31.08.2018,"101.069,08",70173,Deutschland,106,A 5.1,.
Volkshochschule Stuttgart e.V. ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"174.420,00",70174,Deutschland,106,A 5.1,www.vhs-stuttgart.de
Volkshochschule Stuttgart e.V. ,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"29.404,00",70173,Deutschland,106,A 5.1,www.vhs-stuttgart.de
Volkshochschule Tübingen e.V. ,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,30.08.2015,"33.038,30",72072,Deutschland,106,A 5.1,www.vhs-tuebingen.de
Volkshochschule Tübingen e.V. ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"76.067,40",72072,Deutschland,106,A 5.1,www.vhs-tuebingen.de
Volkshochschule Unterland  ,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"4.267,00",74072,Deutschland,106,A 5.1,www.vhs-unterland.de
Volkshochschulverband Baden-Württemberg e.V. ,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"48.677,00",70771,Deutschland,106,A 5.1,www.vhs-bw.de
Volkshochschulverband Baden-Württemberg e.V. ,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"449.513,67",70771,Deutschland,106,A 5.1,www.vhs-bw.de
