Name des Begünstigten ,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens ,Beginn des Vor-habens ,Ende des Vor-habens ,Gesamtbetrag der förderfähigen Ausgaben des Vorhabens ,Unions-Kofinan- zierungssatz  pro Prioritäts-achse  ,Postleitzahl des Vorhabens ,Land ,Bezeichnung der Interventionskategorie
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Gesundheitsförderung -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,15.05.2016,03.01.2017,"1.500,00",80.00%,98527 Suhl,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Übernahme eines bestehenden Autohauses -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,18.04.2016,17.01.2017,"2.100,00",80.00%,07973 Greiz,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),"Gründungsberatungen durch Gewährung von Existenzgründerpässen - Handel mit Stoffen, Secondhandhandel mit Kinderbekleidung und Hardware, Herstellung von Bekleidung -",Gründungsberatungen durch Gewährung von Existenzgründerpässen,21.04.2016,31.12.2016,"1.420,00",80.00%,"98693 Ilmenau, Thür",DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Coaching-Mediation-Lebensberatung -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,31.01.2017,"1.500,00",80.00%,"99423 Weimar, Thür",DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Praxis für Ergotherapie -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,23.05.2016,24.01.2017,"1.490,00",80.00%,07937 Zeulenroda-Triebes,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Übernahme einer KfZ- Werkstatt -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,31.12.2016,"2.100,00",80.00%,99625 Kölleda,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Installateur und Heizungsbauer -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,31.01.2017,"1.500,00",80.00%,07381 Langenorla,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Optikerfachgeschäft -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,18.04.2016,17.01.2017,"1.500,00",80.00%,36433 Bad Salzungen,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Übernahme einer Physiotherapiepraxis -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,31.10.2016,"2.100,00",80.00%,99510 Apolda,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),"Gründungsberatungen durch Gewährung von Existenzgründerpässen - wirtschaftliche Dienstleistungen, Viehtransport -",Gründungsberatungen durch Gewährung von Existenzgründerpässen,09.05.2016,08.02.2017,"1.500,00",80.00%,07987 Mohlsdorf-Teichwolframsdorf,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Hausmeisterservice -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,25.04.2016,31.05.2016,"1.500,00",80.00%,99955 Herbsleben,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Kommunikations- und Anders Leben Trainer -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,25.04.2016,24.01.2017,"1.500,00",80.00%,99334 Amt Wachsenburg,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Immobilienmarketing für Bauprojekte und Projektentwickler -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.06.2016,30.09.2016,"1.500,00",80.00%,99099 Erfurt,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Physiotherapie und Sportphysiotherapie -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.06.2016,28.02.2017,"1.500,00",80.00%,07743 Jena,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Fitnesstrainer und Übungsleiter -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,31.01.2017,"1.150,00",80.00%,07937 Zeulenroda-Triebes,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Slow Food Restaurant -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,23.04.2016,22.01.2017,"1.500,00",80.00%,"99706 Sondershausen, Thür",DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),"Gründungsberatungen durch Gewährung von Existenzgründerpässen - Freiberufliches Ingenieurbüro für Sanitärversorgung, Abfallwirtschaft und Siedlungswasserwirtschaft -",Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,31.01.2017,"1.500,00",80.00%,"99423 Weimar, Thür",DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Mietfahrservice im Raum Apolda und Umgebung -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,25.04.2016,01.05.2016,"1.500,00",80.00%,99510 Apolda,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Ärztevermittlung -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,29.04.2016,30.11.2016,"1.500,00",80.00%,07749 Jena,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Bewegungsschule - Kurse im Bereich Bewegung und Gesundheit -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,01.01.2017,"1.400,00",80.00%,99096 Erfurt,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Podologin -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,20.05.2016,19.01.2017,"1.500,00",80.00%,99820 Hörselberg-Hainich,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Psychologische Beratung -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,30.11.2016,"1.500,00",80.00%,07743 Jena,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Psychologische Beratung -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,30.11.2016,"1.500,00",80.00%,07743 Jena,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),"Gründungsberatungen durch Gewährung von Existenzgründerpässen - Gebäudeenergieberatung, bauphysikalische Beratung -",Gründungsberatungen durch Gewährung von Existenzgründerpässen,16.05.2016,15.02.2017,"1.500,00",80.00%,07955 Auma-Weidatal,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Herstellung von Seifen und Badeprodukten -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,31.07.2016,"1.500,00",80.00%,07422 Bad Blankenburg,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Gründung eines Verlages -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,10.05.2016,30.11.2016,"1.500,00",80.00%,99334 Kirchheimb Arnstadt,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - CNC-Zerspanung im Bereich Drehen und Fräsen -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,09.05.2016,08.02.2017,"1.500,00",80.00%,37308 Heilbad Heiligenstadt,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Bistro und Pizzeria -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,27.04.2016,30.11.2016,"720,00",80.00%,99099 Erfurt,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Farb- und Stilberatung -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,02.05.2016,31.08.2016,"1.380,00",80.00%,36433 Bad Salzungen,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Kosmetikstudio -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.06.2016,28.02.2017,"1.500,00",80.00%,99974 Mühlhausen/Thüringen,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Versicherungsvermittlung -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.06.2016,28.02.2017,"880,00",80.00%,99510 Apolda,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Café mit Krapfenspezialitäten -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,15.05.2016,14.02.2017,"1.480,00",80.00%,99084 Erfurt,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Handel mit technischen Ausrüstungen -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,04.05.2016,30.11.2016,"1.500,00",80.00%,07749 Jena,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Nageldesignstudio -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.06.2016,28.02.2017,"820,00",80.00%,98528 Suhl,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Übernahme eines Taxi- und Mietwagenunternehmens -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,06.05.2016,05.11.2016,"2.100,00",80.00%,"99734 Nordhausen, Thür",DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Übernahme eines Heizungs- und Sanitärunternehmens -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,01.05.2016,31.01.2017,"1.940,00",80.00%,98574 Schmalkalden,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Übernahme Friseursalon -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,03.05.2016,02.02.2017,"2.070,00",80.00%,07545 Gera,DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
Begünstigte oder Begünstigter (Gründerrichtlinie A),Gründungsberatungen durch Gewährung von Existenzgründerpässen - Übernahme einer Spedition -,Gründungsberatungen durch Gewährung von Existenzgründerpässen,09.05.2016,30.06.2016,"2.100,00",80.00%,"07629 Hermsdorf, Thür",DE,"Selbstständigkeit, Unternehmergeist und Gründung von Unternehmen, einschließlich innovativer kleiner und mittlerer Unternehmen und Kleinstunternehmen"
