Name des Begünstigten,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens,Datum des Beginns des Vorhabens,Datum des Endes des Vorhabens,Gesamtbetrag der förderfähigen Ausgaben des Vorhabens,Unions-Kofinanzierungssatz pro Prioritätsachse,Durchführungsort des Vorhabens,Landkreis,Land,Bezeichnung der Interventionskategorie für das Vorhaben,Förderrichtlinie,Fördergegenstand
Berufsfortbildungswerk GmbH(bfw),Qualifizierung von Gefangenen - Grundlagenvermittlung Elektrotechnik,"Das Ziel der Qualifizierung „Grundlagenvermittlung Elektrotechnik“ ist es, den Teilnehmern eine berufliche Grundlage zu eröffnen, damit sie besser in den Ausbildungs- und Arbeitsmarkt integriert werden können. Dafür vermitteln wir die Grundinhalte aus dem Bereich der Elektrotechnik (Modul 1: Elektrik/ Modul2: Elektronik/Modul 3: Pneumatik). Besonders günstig erweist sich der Einsatz von Modulen, die überschaubar lang sind und eine fortlaufende Integration der Teilnehmer ermöglichen. Mit diesem Bildungsangebot, in dem der Erhalt und die Entwicklung der Beschäftigungsfähigkeit mittels modularer Qualifizierung im Berufsfeld der Elektrotechnik erarbeitet wird, orientieren wir uns an den besonderen Bedarfslagen unserer Gefangenen und der JVA sowie an den Anforderungen des 1. Arbeitsmarktes. Diese Gefangenen sind in kein anderes Beschäftigungsangebot in der JVA einzugliedern (sprachliche Barrieren, Konzentrationsprobleme, Suchtproblematiken, ausgeprägte Vermeidungsstrategien). Unsere Teilnehmer benötigen vor allem motorische Beschäftigungsmöglichkeiten mit visueller Unterstützung und schnellen Erfolgserlebnissen. Durch die Qualifizierung in dem Berufsfeld Elektrotechnik bieten wir den Teilnehmer eine berufliche Orientierung mit sehr guten Beschäftigungsmöglichkeiten. Nach einer 2-wöchigen Probezeit erfolgt bezüglich seiner Eignung für die Qualifizierungsteilnahme die Auswertung mit dem Gefangenen.",28.10.2015,28.02.2017,"119301,59",80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,berufliche Qualifizierungsvorhaben
Berufsfortbildungswerk GmbH(bfw),Qualifizierung von Gefangenen in Vorbereitung auf die beruflich - soziale Integration,"Ziel des Projektes ist die Qualifizierung und die erfolgreiche Integration der Gefangenen ins Ausbildungs- und Arbeitsleben sowie in soziale Strukturen nach ihrer Haftentlassung. Aufgrund der Defizite des Personenkreises ist der erfolgreiche Übergang Gefängnis – Freiheit nur als längerfristig angelegter Prozess zu gestalten. Diesbezüglich nimmt die Qualifizierung der Teilnehmer, die in 3 Modulen (Kompetenzen bei der Stellensuche und Bewerbung; - im Umgang mit Behörden; - zur individuellen beruflichen Integration) angeboten wird, einen besonderen Stellenwert ein und wird unter Anwendung didaktisch-methodischer Prinzipien des Erwachsenenlernens umgesetzt. Parallel zum Projektverlauf finden 2 Existenzgründerseminare statt. Ziel ist die Vorbereitung und die Vermittlung von Kenntnissen als Grundlage auf eine evtl. berufliche Selbständigkeit der Teilnehmer und soll eine Chance für eine neue berufliche Perspektive nach der Inhaftierung eröffnen.",10.11.2014,28.02.2016,"68603,62",80,Zeithain,Meißen,D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,sozialpädagogische Vorhaben
Berufsfortbildungswerk GmbH(bfw),Qualifizierung von Gefangenen in Vorbereitung auf die beruflich-soziale Integration,"Für das Projekt „Qualifizierung in Vorbereitung auf die beruflich-soziale Integration (BSI)“ werden Qualifizierungsmodule zugrunde gelegt. Ziel ist, die Teilnehmer auf den Einstieg in berufsvorbereitende und schulabschlussbezogene Maßnahmen, Berufsausbildungen, Fortbil-dungen und Umschulungen bzw. auf die Arbeitsaufnahme nach der Haft vorzubereiten. Um die Modulinhalte optimal zu vermitteln, werden die Teilnehmer in Kleingruppen unterteilt, zusätzlich erfolgt eine individuelle Betreuung eines jeden Teilnehmers. Paralell dazu findet eine regelmäßige Zusammenarbeit der Maßnahmeverantwortlichen mit den Fachdiensten der JVA statt. Besonders vorteilhaft für die Reintegration ist die Netzwerkarbeit, z. B. mit der Arbeitsagentur und den Ämtern.",28.10.2015,28.02.2017,"68961,23",80,"Torgau, Stadt",Nordsachsen,D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,sozialpädagogische Vorhaben
Berufsfortbildungswerk GmbH(bfw),Qualifizierung von Gefangenen in Vorbereitung auf die beruflich-soziale Integration,"Ziel des Projektes ist die Qualifizierung und die erfolgreiche Integration der Gefangenen ins Ausbildungs- und Arbeitsleben sowie in soziale Strukturen nach ihrer Haftentlassung. Aufgrund der Defizite des Personenkreises ist der erfolgreiche Übergang Gefängnis – Freiheit nur als längerfristig angelegter Prozess zu gestalten. Diesbezüglich nimmt die Qualifizierung der Teilnehmer, die in 3 Modulen (Kompetenzen bei der Stellensuche und Bewerbung; - im Umgang mit Behörden; - zur individuellen beruflichen Integration) angeboten wird, einen besonderen Stellenwert ein und wird unter Anwendung didaktisch-methodischer Prinzipien des Erwachsenenlernens umgesetzt. Parallel zum Projektverlauf finden 2 Existenzgründerseminare statt. Ziel ist die Vorbereitung und die Vermittlung von Kenntnissen als Grundlage auf eine evtl. berufliche Selbständigkeit der Teilnehmer und soll eine Chance für eine neue berufliche Perspektive nach der Inhaftierung eröffnen.",22.10.2015,28.02.2017,"73349,04",80,Zeithain,Meißen,D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,sozialpädagogische Vorhaben
Berufsfortbildungswerk GmbH(bfw),Qualifizierung von Gefangenen in Vorbereitung auf die beruflich-soziale Integration,"Ziel des Projektes ist die Qualifizierung und die erfolgreiche Integration der Gefangenen ins Ausbildungs- und Arbeitsleben sowie in soziale Strukturen nach ihrer Haftentlassung. Aufgrund der Defizite des Personenkreises ist der erfolgreiche Übergang Gefängnis – Freiheit nur als längerfristig angelegter Prozess zu gestalten. Diesbezüglich nimmt die Qualifizierung der Teilnehmer, die in 4 Modulen (Kompetenzen bei Stellensuche und Bewerbung; - bei der Erstellung von Bewerbungsunterlagen am PC; - im Umgang mit Behörden und rechtlichen Grundlagen; - zur individuellen beruflichen Integration) angeboten wird, einen besonderen Stellenwert ein und wird unter Anwendung didaktisch-methodischer Prinzipien des Erwachsenenlernens umgesetzt. Parallel zum Projektverlauf sowie nach ihrer Haftentlassung werden die Teilnehmer in Kooperation mit den Netzwerkpartnern entsprechend den spezifischen Erfordernissen des Einzelfalls sozialpädagogisch begleitet.",26.11.2014,28.02.2017,"250836,29",80,"Chemnitz, Stadt","Chemnitz, Kreisfreie Stadt",D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,sozialpädagogische Vorhaben
Berufsfortbildungswerk GmbH(bfw),Qualifizierung von Gefangenen in Vorbereitung auf die beruflich-soziale Integration,"Ziel des Projektes ist die Qualifizierung und individuelle Vorbereitung von Gefangenen für die erfolgreiche Eingliederung in den Bildungs- und Arbeitsmarkt nach der Entlassung. Auf Grund der Defizite dieses Per-sonenkreises ist der Übergang in Arbeit und Ausbildung nur als längerfristig angelegter Prozess erfolgreich zu gestalten. Ein dauerhafter Erfolg zur Resozialisierung von Gefangenen kann gewährleistet werden, wenn während der Haft ein strukturierter Rahmen geschaffen wird und eine frühzeitige Integration in den Arbeits- und Ausbildungsmarkt gelingt. Die Qualifizierung innerhalb des Projektes wird in 4 Modulen angeboten, die sich mit den Themen Bewerbung, Behördenumgang und individuelle berufliche Integration beschäftigen. Die Aufgabe des Projektes ist die Erarbeitung einer jeweils individuell geeigneten Möglichkeit der beruflichen Integration für die Gefangenen mithilfe vorhandener Kooperationspartner.",10.11.2014,29.02.2016,"77354,56",80,"Waldheim, Stadt",Mittelsachsen,D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,sozialpädagogische Vorhaben
Berufsfortbildungswerk GmbH(bfw),Qualifizierung von Gefangenen in Vorbereitung auf die beruflich-soziale Integration,"Ziel des Projektes ist die Qualifizierung und individuelle Vorbereitung von Gefangenen für die erfolgreiche Eingliederung in den Bildungs- und Arbeitsmarkt nach der Entlassung. Auf Grund der Defizite dieses Per-sonenkreises ist der Übergang in Arbeit und Ausbildung nur als längerfristig angelegter Prozess erfolgreich zu gestalten. Ein dauerhafter Erfolg zur Resozialisierung von Gefangenen kann gewährleistet werden, wenn während der Haft ein strukturierter Rahmen geschaffen wird und eine frühzeitige Integration in den Arbeits- und Ausbildungsmarkt gelingt. Die Qualifizierung innerhalb des Projektes wird in 4 Modulen angeboten, die sich mit den Themen Bewerbung, Behördenumgang und individuelle berufliche Integration beschäftigen. Die Aufgabe des Projektes ist die Erarbeitung einer jeweils individuell geeigneten Möglichkeit der beruflichen Integration für die Gefangenen mithilfe vorhandener Kooperationspartner.",14.10.2015,28.02.2017,"80309,28",80,"Waldheim, Stadt",Mittelsachsen,D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,sozialpädagogische Vorhaben
Berufsfortbildungswerk GmbH(bfw),Qualifzierung von Gefangenen in Vorbereitung auf die beruflich-soziale Integration,"Für das Projekt „Qualifizierung in Vorbereitung auf die beruflich-soziale Integration (BSI)“ werden Qualifizierungsmodule zugrunde gelegt. Ziel ist, die Teilnehmer auf den Einstieg in berufsvorbereitende und schulabschlussbezogene Maßnahmen, Berufsausbildungen, Fortbil-dungen und Umschulungen bzw. auf die Arbeitsaufnahme nach der Haft vorzubereiten. Um die Modulinhalte optimal zu vermitteln, werden die Teilnehmer in Kleingruppen unterteilt, zusätzlich erfolgt eine individuelle Betreuung eines jeden Teilnehmers. Paralell dazu findet eine regelmäßige Zusammenarbeit der Maßnahmeverantwortlichen mit den Fachdiensten der JVA statt. Besonders vorteilhaft für die Reintegration ist die Netzwerkarbeit, z. B. mit der Arbeitsagentur und den Ämtern.",10.11.2014,29.02.2016,"65541,98",80,"Torgau, Stadt",Nordsachsen,D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,sozialpädagogische Vorhaben
Berufsfortbildungswerk GmbH(bfw),SBA - Soziale Begleitung im Allltag - System für Übergangsmanagement zur sozial-beruflichen Integration,"Das Ziel des Systems für Übergangsmanagement zur sozial-beruflichen Integration „SBA – soziale Begleitung im Alltag“ ist es, die Teilnehmer im Übergang zwischen Haft, Haftentlassung und nachgehender Betreuung in Freiheit nach der Haft durchgehend zu begleiten. Dieser Abschnitt des Übergangs zwischen Haft und dem realen Leben nach der Haft ist oft geprägt durch Ratlosigkeit, Inaktivität, Hyperaktivität und Unstrukturiertheit. Die Chancen auf eine erfolgreiche sozial-berufliche Integration steigen durch den hohen persönlichen Einsatz des Haftentlassenen, der sich seine Zukunft gestalten will sowie durch die ganz praktische Unterstützung von uns als Bildungsdienstleister. Zur Erreichung der sozialen Stabilisierung ist es notwendig, dass die Klienten zu Terminen und im Alltag begleitet werden.",07.04.2015,28.02.2017,71965,80,"Leipzig, Stadt","Leipzig, Kreisfreie Stadt",D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,sozialpädagogische Vorhaben
Berufsfortbildungswerk GmbH(bfw),„Zukunftsschmiede“ - Erkennen und Erwerb von handwerklich-motorischen Fähigkeiten,"Mit dieser Maßnahme sollen bereits bei Haftantritt zuverlässige Erkenntnisse über das Potential der jungen Straftäter gewonnen und vom ersten Tag der Haft an der Erhalt und die Förderung der Lern- und Beschäftigungsfähigkeit sichergestellt werden. Unser Projekt zielt deshalb darauf ab, die jugendlichen Strafgefangenen zu motivieren, sowohl persönliche und berufliche Perspektiven als auch ihre berufliche, regionale und soziale Mobilität, die in einem Beruf unabdingbar ist, zu entwickeln. Der handwerklich-motorische Eignungstest (hamet2) ist mit der Feststellung von Kulturtechniken wie Rechnen, Lesen und Schreiben kombiniert. Die vollständige Durchführung des hamet 2 erlaubt eine umfassende Aussage (Diagnostikbericht) zu beruflichen und sozialen Kompetenzen. Dieser Eignungstest ist wissenschaftlich gesichert und ein von der Bundesagentur für Arbeit anerkanntes Verfahren. Mit diesem Lehrgang wird die Optimierung des Vollzugsplanes unterstützt. Nach dem hamet2 ermöglichen verschiedene Bausteine, individuelle Förderungen zu durchlaufen bzw. praktische Erfahrungen zu sammeln. Wir erwarten dadurch, Teilnehmerabbrüche wegen einer falschen Berufswahl einzudämmen.",29.10.2015,28.02.2017,"145364,73",80,"Regis-Breitingen, Stadt",Leipzig,D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,sozialpädagogische Vorhaben
Berufsfortbildungswerk GmbH(bfw),„Zukunftsschmiede“ - Erkennen und Erwerb von handwerklich-motorischen Fähigkeiten,"Mit dieser Maßnahme sollen bereits bei Haftantritt zuverlässige Erkenntnisse über das Potential der jungen Straftäter gewonnen und vom ersten Tag der Haft an der Erhalt und die Förderung der Lern- und Beschäftigungsfähigkeit sichergestellt werden. Unser Projekt zielt deshalb darauf ab, die jugendlichen Strafgefangenen zu motivieren, sowohl persönliche und berufliche Perspektiven als auch ihre berufliche, regionale und soziale Mobilität, die in einem Beruf unabdingbar ist, zu entwickeln. Der handwerklich-motorische Eignungstest (hamet2) ist mit der Feststellung von Kulturtechniken wie Rechnen, Lesen und Schreiben kombiniert. Die vollständige Durchführung des hamet 2 erlaubt eine umfassende Aussage (Diagnostikbericht) zu beruflichen und sozialen Kompetenzen. Dieser Eignungstest ist wissenschaftlich gesichert und ein von der Bundesagentur für Arbeit anerkanntes Verfahren. Mit diesem Lehrgang wird die Optimierung des Vollzugsplanes unterstützt.",12.11.2014,29.02.2016,"140334,2",80,"Regis-Breitingen, Stadt",Leipzig,D,"Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit",Qualifizierung Gefangener - ESF 2014-2020,berufliche Qualifizierungsvorhaben
BerufskraftfahrerschuleAGK Mittelsachsen GmbH,Lehrgänge zum Erwerb des Führerscheins der Klasse T,Lehrgänge zum Erwerb des Führerscheins der Klasse T,28.01.2016,20.05.2016,1520,80,"Meißen, Stadt",Meißen,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Zusatzqualifikationen
BES BoxbergerElektro-Service GmbH,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,01.06.2015,26.06.2015,440,80,Boxberg/O.L.,Görlitz,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
BES BoxbergerElektro-Service GmbH,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,Vermittlung von Ausbildungsinhalten in anderen Unternehmen oder Einrichtungen ergänzend zur eigenen betrieblichen Ausbildung,05.10.2015,29.01.2016,1100,80,Boxberg/O.L.,Görlitz,D,"Verbesserung der Arbeitsmarktrelevanz der Systeme der allgemeinen und beruflichen Bildung, Erleichterung des Übergangs von der Bildung zur Beschäftigung und Stärkung der Systeme der beruflichen Bildung und Weiterbildung und deren Qualität, unter anderem durch Mechanismen für die Antizipierung des Qualifikationsbedarfs, die Erstellung von Lehrplänen sowie die Einrichtung und Entwicklung beruflicher Bildungssysteme, darunter duale Bildungssysteme und Ausbildungswege",Stärkung der betrieblichen Berufsausbildung,Verbundausbildungen
