Projektas,Kodas,Pareiškėjas/ Vykdytojas,Paraiškos būsena,Projekto vertė paraiškoje,Prašomas finansavimas,Projekto išlaidų suma,Finansavimas,Išmokėta finansavimo suma,Sutarties pasirašymo data
"UAB ""Vilniaus duonos"" darbuotojų profesinių kompetencijų tobulinimas, didinant įmonės darbo našumą",09.4.3-ESFA-K-805-01-0023,"UAB ""Vilniaus duona""",Įgyvendinimas,529504.65,264752.32,416672.15,205111.23,0,2016-07-08
UAB „MINGRIDAS“ darbuotojų mokymas ir kvalifikacijos tobulinimas.,09.4.3-ESFA-K-805-01-0024,"UAB ""MINGRIDAS""",Nesudaryta sutartis,153235.68,91941.41,0,0,0,
"UAB ""Ahlstrom Vilnius"" darbuotojų kvalifikacijos kėlimas",09.4.3-ESFA-K-805-01-0025,"UAB ""Ahlstrom Vilnius""",Įgyvendinimas,264254.03,132127,264254.03,132127,0,2016-05-16
"OpusCapita Accounting, UAB darbuotojų kvalifikacijos kėlimas",09.4.3-ESFA-K-805-01-0026,"OpusCapita Accounting, UAB",Įgyvendinimas,1000000,500000,799568,399784,0,2016-07-05
Nasdaq Vilnius Services UAB darbuotojų kvalifikacijos kėlimas,09.4.3-ESFA-K-805-01-0027,Nasdaq Vilnius Services UAB,Įgyvendinimas,530528.22,265264,530528.22,265264,0,2016-05-11
RETAL Lithuania žmogiškųjų išteklių kvalifikacijos tobulinimas,09.4.3-ESFA-K-805-01-0028,"UAB ""RETAL Lithuania""",Įgyvendinimas,81064.68,40532,81064.68,40532,0,2016-05-10
Orion Global pet žmogiškųjų išteklių kvalifikacijos tobulinimas 2016-2018 metais,09.4.3-ESFA-K-805-01-0029,"Uždaroji akcinė bendrovė ""Orion Global pet""",Įgyvendinimas,161838,80919,161838,80919,0,2016-05-09
"UAB ""Bipa"" verslo plėtra gerinant žmogiškųjų išteklių kvalifikaciją",09.4.3-ESFA-K-805-01-0030,"Uždaroji akcinė bendrovė ""Bipa""",Nesudaryta sutartis,68051,47635.7,0,0,0,
Darbuotojų kompetencijos didinimas ir naujų įgūdžių įgijimas UAB Litcargus ,09.4.3-ESFA-K-805-01-0031,"Uždaroji akcinė bendrovė ""LITCARGUS""",Įgyvendinimas,168241,84120.5,168241,84120.5,0,2016-05-09
Darbuotojų profesinių gebėjimų tobulinimas UAB Schetelig įmonėje,09.4.3-ESFA-K-805-01-0032,"Uždaroji akcinė bendrovė ""SCHETELIG LIT""",Nesudaryta sutartis,78000,54600,0,0,0,
"UAB ""Smurfit Kappa Baltic"" darbuotojų mokymai įgyvendinant bendrovės investicinius planus",09.4.3-ESFA-K-805-01-0033,"UAB ""Smurfit Kappa Baltic""",Įgyvendinimas,140309.16,70154.58,64875.38,32437.68,0,2016-07-04
"UAB ""Stansefabrikken"" našumo didinimas, ugdant turimas ir įgyjant papildomas kompetencijas.",09.4.3-ESFA-K-805-01-0034,UAB STANSEFABRIKKEN,Įgyvendinimas,370110,185055,370110,185055,0,2016-05-09
"UAB ""Runway Kaunas"" darbuotojų žinių, kvalifikacijos ir gebėjimų tobulinimas",09.4.3-ESFA-K-805-01-0035,"UAB ""Runway Kaunas""",Nesudaryta sutartis,82167.36,41083.68,82167.36,41083.68,0,2016-05-09
"UAB ""Sanistal"" darbuotojų žinių, kvalifikacijos ir gebėjimų tobulinimas",09.4.3-ESFA-K-805-01-0036,"UAB ""SANISTAL""",Nesudaryta sutartis,154300,77150,0,0,0,
"UAB ""CSD Inžinieriai"" darbuotojų žinių, kvalifikacijos ir gebėjimų tobulinimas",09.4.3-ESFA-K-805-01-0037,"CSD Inžinieriai, UAB",Įgyvendinimas,230932.8,104925.26,230932.8,104925.26,0,2016-05-11
"UAB ""Massive Wood Construction"" inovatyvaus vadybos metodo diegimas",03.3.1-LVPA-K-820-01-0017,"UAB ""Massive Wood Construction""",Įgyvendinimas,100000,50000,30000,15000,0,2016-06-02
"UAB ""Linomeda"" verslo procesų optimizavimas",03.3.1-LVPA-K-820-01-0018,"UAB ""Linomeda""",Įgyvendinimas,27500,13750,27500,13750,0,2016-06-01
UAB „FET Contracting“ darbuotojų kvalifikacijos tobulinimas,09.4.3-ESFA-K-805-01-0038,"UAB ""FET Contracting""",Nutrauktas,379389.96,189694.98,379389.96,189694.98,0,2016-05-06
"UAB ""ATEA"" darbuotojų kvalifikacijos kėlimas ir mokymai ",09.4.3-ESFA-K-805-01-0039,"ATEA, UAB",Nesudaryta sutartis,1000000,500000,0,0,0,
"UAB ""Massive Wood Construction"" žmogiškųjų išteklių kompetentingumo didinimas",09.4.3-ESFA-K-805-01-0040,UAB MASSIVE WOOD CONSTRUCTION,Įgyvendinimas,154933.36,92960.01,154933.36,92960.01,0,2016-05-10
"UAB ""Randers Reb International"" žmogiškųjų išteklių kompetentingumo didinimas",09.4.3-ESFA-K-805-01-0041,"UAB ""Randers Reb International""",Įgyvendinimas,156061.69,93637.01,156061.69,93637.01,0,2016-05-09
Darbuotojų tekstilės gamybos veiklos įmonėje UAB DANSPIN apmokymas,09.4.3-ESFA-K-805-01-0042,"Uždaroji akcinė bendrovė ""Danspin""",Įgyvendinimas,387689.59,193844.79,387689.59,193844.79,0,2016-07-08
"UAB ,,KTG Agrar"" darbuotojų kvalifikacijos tobulinimas",09.4.3-ESFA-K-805-01-0043,"""KTG Agrar"" UAB",Įgyvendinimas,270646.52,135323.26,270646.52,135323.26,0,2016-05-11
BĮ UAB „INEZA“ darbuotojų kvalifikacijos tobulinimas.,09.4.3-ESFA-K-805-01-0044,"Lietuvos-Vokietijos-Lenkijos uždaroji akcinė bendrovė ""INEZA""",Nesudaryta sutartis,123675.57,86572.89,0,0,0,
"UAB ,,SIROWA VILNIUS"" žmogiškųjų išteklių tobulinimas",09.4.3-ESFA-K-805-01-0045,"Uždaroji akcinė bendrovė ""SIROWA VILNIUS""",Nesudaryta sutartis,326000,195600,0,0,0,
Geros gamybos praktikos vadybos sistemos diegimas KLTC,03.3.1-LVPA-K-820-01-0019,"UAB ""Kamieninių ląstelių tyrimų centras""",Nesudaryta sutartis,18530,9265,0,0,0,
UAB FabricAir darbuotojų mokymai ir kvalifikacijos kelimas,09.4.3-ESFA-K-805-01-0046,"UAB ""FabricAir""",Įgyvendinimas,174291.66,104574,174291.66,104574,0,2016-05-12
Integruotos vadybos sistemos diegimas ir sertifikavimas UAB RAIMEX,03.3.1-LVPA-K-820-01-0020,UAB RAIMEX,Įgyvendinimas,14200,7100,12018,6009,0,2016-05-26
"""UAB ""NFQ Technologies"" darbuotojų kvalifikacijos kėlimas""",09.4.3-ESFA-K-805-01-0047,UAB NFQ Technologies,Įgyvendinimas,983388.45,500000,931037.47,465518.73,0,2016-07-08
UAB Yazaki Wiring Technologies Lietuva darbuotojų mokymas ir kvalifikacijos tobulinimas,09.4.3-ESFA-K-805-01-0048,"UAB ""Yazaki Wiring Technologies Lietuva""",Įgyvendinimas,364161.38,182080.69,364161.38,182080.69,0,2016-05-06
UAB Studio Moderna darbuotojų mokymas ir kvalifikacijos tobulinimas,09.4.3-ESFA-K-805-01-0049,"UAB ""Studio moderna""",Nesudaryta sutartis,222666.6,111333.3,0,0,0,
UAB „HOME GROUP“ darbuotojų mokymas ir kvalifikacijos tobulinimas,09.4.3-ESFA-K-805-01-0050,"HOME GROUP, UAB",Įgyvendinimas,142491,71245.5,142491,71245.5,0,2016-05-06
Darbinių įgūdžių tobulinimas įmonėje UAB CIE LT FORGE,09.4.3-ESFA-K-805-01-0051,"UAB ""CIE LT FORGE""",Įgyvendinimas,236089,118044,180416.71,90208.35,0,2016-07-08
"LKAB ""Kalipėdos Smeltė"" darbuotojų mokymas",09.4.3-ESFA-K-805-01-0052,"Laivų krovos akcinė bendrovė ""KLAIPĖDOS SMELTĖ""",Įgyvendinimas,297709.7,148854,221794.56,110897.28,0,2016-07-12
Moller Auto kompetencijų didinimas,09.4.3-ESFA-K-805-01-0053,"UAB ""Moller Auto Keturi žiedai""",Nesudaryta sutartis,110702,55351,0,0,0,
"""UAB ""STA Logistic"" darbuotojų kvalifikacijos kėlimas""",09.4.3-ESFA-K-805-01-0054,"UAB ""STA Logistic""",Įgyvendinimas,81441.5,57009.05,81441.5,57009.05,0,2016-05-09
Valdymo sistemų diegimas įmonėje UAB Varėnos pienelis,03.3.1-LVPA-K-820-01-0021,"UAB ""Varėnos pienelis""",Nesudaryta sutartis,24420,12200,0,0,0,
Vytsurda specialybiniai mokymai,09.4.3-ESFA-K-805-01-0055,"UAB ""Vytsurda""",Įgyvendinimas,278632.35,195042.64,278632.35,195042.64,0,2016-05-09
Darbuotojų kompetencijos didinimas įmonėje Toza,09.4.3-ESFA-K-805-01-0056,"UAB ""Toza""",Įgyvendinimas,290746.45,203522.51,290746.45,203522.51,0,2016-05-09
"UAB ""PALINK"" darbuotojų mokymas ir kvalifikacijos tobulinimas",09.4.3-ESFA-K-805-01-0057,"Uždaroji akcinė bendrovė ""PALINK""",Nesudaryta sutartis,1124271.39,500000,0,0,0,
Baldų gamyboje dirbančių darbuotojų profesinis ugdymas,09.4.3-ESFA-K-805-01-0058,"UAB ""Theca furniture""",Įgyvendinimas,145399.47,72699.73,145399.47,72699.73,0,2016-05-06
"UAB ""Viking Industrier"" žmogiškųjų išteklių kompetentingumo didinimas",09.4.3-ESFA-K-805-01-0059,"UAB ""Viking Industrier""",Įgyvendinimas,124647.46,74788.48,103957.95,62374.77,0,2016-07-08
"„UAB ""Švenčionių vaistažolės"" darbo našumo didinimas, optimizuojant paslaugų teikimo verslo procesus diegiant inovatyvius vadybos metodus“",03.3.1-LVPA-K-820-01-0022,"UAB ""Švenčionių vaistažolės""",Nesudaryta sutartis,50000,25000,0,0,0,
UAB „Flexpro“ inovatyvių vadybos metodų ir valdymo sistemų diegimas siekiant padidinti darbo našumą,03.3.1-LVPA-K-820-01-0023,"UAB ""FLEXPRO""",Įgyvendinimas,132015,66007.5,18275,9137.5,0,2016-06-06
"„UAB ""Statybos projektų sprendimai"" darbo našumo didinimas, optimizuojant paslaugų teikimo verslo procesus diegiant inovatyvius vadybos metodus“",03.3.1-LVPA-K-820-01-0024,"UAB ""Statybos projektų sprendimai""",Įgyvendinimas,44000,22000,32200,16100,0,2016-05-25
KOKYBĖS VADYBOS SISTEMOS ĮDIEGIMAS PAGAL TARPTAUTINIO STANDARTO ISO 15189:2012 REIKALAVIMUS,03.3.1-LVPA-K-820-01-0025,"UAB ""Invitro diagnostika""",Įgyvendinimas,53240,26620,29321.51,14660.75,0,2016-05-31
"„UAB ""Grožio chirurgija"" darbo našumo didinimas, optimizuojant paslaugų teikimo verslo procesus diegiant inovatyvius vadybos metodus“",03.3.1-LVPA-K-820-01-0026,"UAB ""Grožio chirurgija""",Įgyvendinimas,58080,29040,20000,10000,0,2016-05-25
Inovatyvių valdymo sistemų diegimas IPB,03.3.1-LVPA-K-820-01-0027,"UAB ""Innovative Pharma Baltics""",Įgyvendinimas,95200,47600,32112,16056,0,2016-05-30
"„UAB ""Inkamus"" darbo našumo didinimas, optimizuojant paslaugų teikimo verslo procesus diegiant inovatyvius vadybos metodus“",03.3.1-LVPA-K-820-01-0028,"UAB ""Inkamus""",Įgyvendinimas,27600,13800,12000,6000,0,2016-05-26
"„UAB ""Dextera"" darbo našumo didinimas, optimizuojant su paslaugų teikimu susijusius verslo procesus diegiant inovatyvius vadybos metodus“",03.3.1-LVPA-K-820-01-0029,"UAB ""Dextera""",Įgyvendinimas,55000,27500,45000,22500,0,2016-05-26
"„UAB ""Medgintras"" darbo našumo didinimas, optimizuojant paslaugų teikimo verslo procesus diegiant inovatyvius vadybos metodus“",03.3.1-LVPA-K-820-01-0030,"UAB ""Medgintras""",Įgyvendinimas,52000,26000,20000,10000,0,2016-05-26
"Procesų optimizavimas diegiant inovatyvias vadybos sistemas ""UAB Idomus"" veikloje",03.3.1-LVPA-K-820-01-0031,"UAB ""Idomus""",Įgyvendinimas,59280,29640,30000,15000,0,2016-06-01
"Inovatyvios valdymo sistemos diegimas UAB ""Daigai""",03.3.1-LVPA-K-820-01-0032,"UAB ""Daigai""",Įgyvendinimas,34980,17490,30000,15000,0,2016-05-26
"""UAB ""Plastmė"" gaminių kokybės užtikrinimas""",03.3.1-LVPA-K-820-01-0033,UAB Plastmė,Įgyvendinimas,8350,4175,8050,4025,0,2016-05-31
"UAB ""Hoda"" standartų diegimas, siekiant užtikrinti aukštą gaminių kokybę",03.3.1-LVPA-K-820-01-0034,"UAB ""HODA""",Įgyvendinimas,23284,11642,18784,9392,0,2016-06-02
"UAB ""Ginstata"" darbo našumo didinimas",03.3.1-LVPA-K-820-01-0035,"UAB ""Ginstata""",Įgyvendinimas,15660,7830,15660,7830,0,2016-05-31
TOC - LEAN metodikų diegimas UAB Memfis,03.3.1-LVPA-K-820-01-0036,"UAB ""Memfis""",Nesudaryta sutartis,60000,30000,0,0,0,
vadybos sistemų diegimas ir sertifikavimas ,03.3.1-LVPA-K-820-01-0037,"UAB ""Jogrida""",Nesudaryta sutartis,15000,7500,0,0,0,
„S. Krivicko įmonės „Fasma“ darbo našumo ir  konkurencingumo didinimas diegiant šiuolaikines valdymo ir vadybos sistemas“ ,03.3.1-LVPA-K-820-01-0038,"S. Krivicko įmonė ""Fasma""",Įgyvendinimas,70000,35000,47952,23976,0,2016-05-26
„UAB „Radsta“ darbo našumo ir  konkurencingumo didinimas diegiant šiuolaikinį vadybos metodą“ ,03.3.1-LVPA-K-820-01-0039,UAB „Radsta“,Įgyvendinimas,50000,25000,25000,12500,0,2016-05-26
Šiuolaikinių  valdymo  sistemų   diegimas UAB  Hermis,03.3.1-LVPA-K-820-01-0040,UAB Hermis,Įgyvendinimas,26260,13130,8450.5,4225.25,0,2016-05-30
"Inovatyvios kokybės vadybos sistemos diegimas UAB ""Vinctra"" siekiant sudaryti palankias sąlygas darbo našumui didinti",03.3.1-LVPA-K-820-01-0041,"UAB ""Vinctra""",Įgyvendinimas,23500,23500,10352,5176,0,2016-05-31
"UAB ""iSense Technologies"" darbo našumo didinimas, diegiant integruotą vadybos sistemą",03.3.1-LVPA-K-820-01-0042,"UAB ""iSense Technologies""",Įgyvendinimas,45085,45085,22253,11126.5,0,2016-05-25
"UAB ""Ingenious IT"" darbo našumo didinimas, diegiant integruotą vadybos sistemą pagal ISO 27001, OHSAS 18001 standartų reikalavimus",03.3.1-LVPA-K-820-01-0043,"Ingenious IT, UAB",Įgyvendinimas,50800,50800,14830,7415,0,2016-05-24
"UAB ""Denova"" darbo našumo didinimas, diegiant integruotą vadybos sistemą",03.3.1-LVPA-K-820-01-0044,"UAB ""Denova""",Nesudaryta sutartis,46400,46400,0,0,0,
"UAB ""SIWood"" darbuotojų kvalifikacijos tobulinimas",09.4.3-ESFA-K-805-01-0060,"""SIWood"", UAB",Įgyvendinimas,93533,46766,93533,46766,0,2016-05-06
"UAB ""BHJ BALTIC"" darbuotojų kvalifikacijos, specializuotų žinių ir gebėjimų tobulinimas",09.4.3-ESFA-K-805-01-0061,"UAB ""BHJ BALTIC""",Įgyvendinimas,99428,49710,80785.9,40392,0,2016-07-11
UAB “Revena” veiklos optimizavimas diegiant kokybės vadybos sistemą,03.3.1-LVPA-K-820-01-0045,"UAB ""Revena""",Nesudaryta sutartis,60500,30250,0,0,0,
"UAB ""TIPRO""DARBO NAŠUMO DIDINIMAS",03.3.1-LVPA-K-820-01-0046,"UAB ""TIPRO""",Įgyvendinimas,66240,33120,16666.66,8333.33,0,2016-05-30
"Inovatyvių valdymo sistemų diegimas UAB ""Akvavita"", siekiant didinti įmonės darbo našumą",03.3.1-LVPA-K-820-01-0047,"UAB ""Akvavita""",Įgyvendinimas,100760,50380,13424,6712,0,2016-06-01
"UAB ""Transfera"" kokybės vadybos sistemos diegimas",03.3.1-LVPA-K-820-01-0048,"UAB ""Transfera""",Nesudaryta sutartis,8055,4000,0,0,0,
Informacijos saugumo valdymo sistemos diegimas UAB Balux,03.3.1-LVPA-K-820-01-0049,"UAB ""Balux""",Įgyvendinimas,15800,7900,11169,5584.5,0,2016-06-01
"UAB ""Telenordi"" darbo našumo didinimas diegiant inovatyvią valdymo sistemą",03.3.1-LVPA-K-820-01-0050,UAB „Telenordi“,Nesudaryta sutartis,31500,15750,0,0,0,
"UAB ""Naujoji šiluma"" inovatyvių valdymo sistemų diegimas",03.3.1-LVPA-K-820-01-0051,UAB Naujoji šiluma,Įgyvendinimas,8800,4400,8800,4400,0,2016-06-01
"UAB ""EE plius"" veiklos optimizavimas",03.3.1-LVPA-K-820-01-0052,"UAB ""EE plius""",Nesudaryta sutartis,8900,4450,0,0,0,
Įmonės valdymo sistemos gerinimas,03.3.1-LVPA-K-820-01-0053,"UAB ""Dujų sfera""",Baigtas įgyvendinti,16200,8100,8053,4026.5,0,2016-06-03
"UAB „Terra Modus“ produktyvumo, efektyvumo ir konkurencingumo didinimas, diegiant šiuolaikiškas kokybės valdymo sistemas",03.3.1-LVPA-K-820-01-0054,"UAB ""Terra Modus""",Įgyvendinimas,20240,10120,18740,9370,0,2016-05-26
Inovatyvios valdymo sistemos ISO 9001 bei vadybos metodo LEAN įdiegimas UAB BAA Training,03.3.1-LVPA-K-820-01-0055,"UAB ""BAA Training"" ",Nesudaryta sutartis,44649,22324.5,0,0,0,
"Inovatyvių valdymo sistemų diegimas, siekiant sudaryti palankias sąlygas didinti UAB „Fire Experts“ darbo našumą",03.3.1-LVPA-K-820-01-0056,"UAB ""Fire Experts""",Įgyvendinimas,11900,5950,11900,5950,0,2016-05-31
Informacinių technologijų paslaugų kokybės valdymo sistemos LT ISO/IEC 20000-1:2015 diegimas ir sertifikavimas,03.3.1-LVPA-K-820-01-0057,UAB Lexnet,Įgyvendinimas,9900,4950,9900,4950,0,2016-05-27
IT paslaugų valdymo sistema pagal standartą ISO 20000-1/2015,03.3.1-LVPA-K-820-01-0058,UAB LEKSINOVA,Įgyvendinimas,11900,5950,10673,5336.5,0,2016-05-31
"UAB ""GoIT"" darbo našumo didinimas, diegiant inovatyvius vadybos metodus ir valdymo sistemas.",03.3.1-LVPA-K-820-01-0059,"UAB ""GoIT""",Nesudaryta sutartis,29730,14865,0,0,0,
"UAB ""BAIP"" darbo našumo didinimas, diegiant LEAN.",03.3.1-LVPA-K-820-01-0060,"UAB ""BAIP""",Nesudaryta sutartis,32000,16000,0,0,0,
UAB „METALISTAS LT“ darbo našumo didinimas diegiant intovatyvius vadybos metodus,03.3.1-LVPA-K-820-01-0061,"UAB ""METALISTAS LT""",Įgyvendinimas,38645,19322.5,29799,14899.5,0,2016-05-20
Procesas LT,03.3.1-LVPA-K-820-01-0062,"UAB ""ADEX LT""",Nesudaryta sutartis,8700,4350,0,0,0,
"LEAN diegimas UAB ""VSA VILNIUS"" ",03.3.1-LVPA-K-820-01-0063,"UAB ""VSA Vilnius""",Įgyvendinimas,44860,22430,30000,15000,0,2016-05-30
"Inovatyvių vadybos metodų diegimas UAB ""Jūrės medis""",03.3.1-LVPA-K-820-01-0064,"UAB ""Jūrės medis""",Nesudaryta sutartis,50000,25000,0,0,0,
Inovatyvaus vadybos metodo diegimas universitete (UNILEAN),03.3.1-LVPA-K-820-01-0065,ISM Vadybos ir ekonomikos universitetas,Nesudaryta sutartis,108900,54450,0,0,0,
ĮMONĖS PELNINGUMO DIDINIMAS GERINANT VEIKLOS PROCESŲ EFEKTYVUMĄ ,03.3.1-LVPA-K-820-01-0066,"UAB ""CARLSEN BALTIC""",Įgyvendinimas,72105,36052.5,42000,21000,0,2016-05-26
ISO 9001:2008 kokybės vadybos sistemos diegimas,03.3.1-LVPA-K-820-01-0067,"UAB ""Ekobazė""",Įgyvendinimas,12120,12120,9700,4850,0,2016-05-30
"ISO 9001 kokybės vadybos sistemos, OHSAS 18001 darbuotojų saugos ir sveikatos vadybos sistemos, ISO 14001 aplinkos apsaugos sistemos sertifikatai.",03.3.1-LVPA-K-820-01-0068,"UAB ""EST LT""",Įgyvendinimas,9840,4920,8700,4350,0,2016-06-02
"UAB ""Ruptela"" veiklos efektyvumo didinimas",03.3.1-LVPA-K-820-01-0069,"UAB ""Ruptela""",Įgyvendinimas,47250,23625,47250,23625,0,2016-05-25
Integruotos vadybos sistemos diegimas ir sertifikavimas pagal ISO/IEC20000-1:2011 standarto reikalavimus,03.3.1-LVPA-K-820-01-0070,"UAB ""Synergy Consulting""",Nesudaryta sutartis,63338,31669,0,0,0,
"UAB ""SMD"" inovatyvių vadybos bei verslo valdymo metodų diegimas",03.3.1-LVPA-K-820-01-0071,"UAB ""SMD""",Įgyvendinimas,59000,29000,43818,21909,0,2016-05-30
MAISTO SAUGOS VADYBOS SISTEMOS PAGAL ISO 22000 ĮDIEGIMAS IR SERTIFIKAVIMAS MĖSOS GAMYBOS ĮMONĖJE,03.3.1-LVPA-K-820-01-0072,"Joniškio rajono Žemės ūkio bendrovė ""Delikatesas""",Nesudaryta sutartis,17000,8500,0,0,0,
"Valdymo sistemos ir vadybos metodo  LEAN diegimas UAB ""Domus Lumina""",03.3.1-LVPA-K-820-01-0073,"UAB ""DOMUS LUMINA""",Įgyvendinimas,58920,29460,48670,24335,0,2016-06-09
"Informacijos saugumo ir IT paslaugų valdymo sistemų (ISO 27001 ir ISO 20000) diegimas  UAB ""PROIT""",03.3.1-LVPA-K-820-01-0074,"UAB ""Proit""",Nesudaryta sutartis,24610,12305,0,0,0,
VEIKLOS EFEKTYVUMO DIDINIMAS BALDŲ GAMYBOS ĮMONĖJE,03.3.1-LVPA-K-820-01-0075,"UAB ""Justura""",Nesudaryta sutartis,55341,27670.5,0,0,0,
"UAB ""Ūko baldai"" darbo našumo didinimas diegiant inovatyvias valdymo sistemas ir vadybos metodus",03.3.1-LVPA-K-820-01-0076,"Ūko baldai, UAB",Nesudaryta sutartis,19800,9900,0,0,0,
"UAB ""Nuklonas"" IT paslaugų ir informacijos saugumo valdymo sistemų diegimas",03.3.1-LVPA-K-820-01-0077,"UAB ""Nuklonas""",Įgyvendinimas,18015,9007.5,14293,7146.5,0,2016-05-31
"UAB ""Emex Logistics"" darbo našumo didinimas diegiant inovatyvias valdymo sistemas ir vadybos metodus",03.3.1-LVPA-K-820-01-0078,"UAB ""EMEX Logistics""",Nesudaryta sutartis,20300,10150,0,0,0,
"UAB ""VPC"" procesų sertifikavimas",03.3.1-LVPA-K-820-01-0079,"UAB ""VPC""",Nesudaryta sutartis,19455.36,9727.68,0,0,0,
UAB „Forveda“ LEAN sistemos diegimas,03.3.1-LVPA-K-820-01-0080,UAB „Forveda“,Įgyvendinimas,29680,14840,29680,14840,0,2016-05-26
"UAB ""Vakarų ūkas"" darbo našumo didinimas diegiant inovatyvias valdymo sistemas ir vadybos metodus",03.3.1-LVPA-K-820-01-0081,"UAB ""Vakarų ūkas""",Įgyvendinimas,19800,9900,19800,9900,0,2016-05-31
"Inovatyvių vadybos metodų diegimas UAB ""Sabelija"" ",03.3.1-LVPA-K-820-01-0082,"UAB ""Sabelija""",Įgyvendinimas,48450,24225,21450,10725,0,2016-05-31
Inovatyvaus vadybos metodo diegimas UAB MEDELCOM INTERNATIONAL,03.3.1-LVPA-K-820-01-0083,UAB MEDELCOM INTERNATIONAL,Nutrauktas,21200,10600,21200,10600,0,2016-05-26
"Subalansuotos rodiklių sistemos (BSC) ir profesinės saugos ir sveikatos vadybos sistemos (OHSAS 18001) diegimas UAB ""Skogran""",03.3.1-LVPA-K-820-01-0084,"UAB ""Skogran""",Įgyvendinimas,11400,5700,11266,5633,0,2016-05-26
"UAB ""Statevus"" darbo našumo didinimas diegiant inovatyvias valdymo sistemas ir vadybos metodus",03.3.1-LVPA-K-820-01-0085,"UAB ""Statevus""",Įgyvendinimas,19800,9900,17800,8900,0,2016-06-08
"Inovatyvių vadybos metodų diegimas UAB ""First Priority""",03.3.1-LVPA-K-820-01-0086,"""First priority"", UAB",Nesudaryta sutartis,17550,8775,0,0,0,
Inovatyvaus  vadybos metodo diegimas  KB “SV Obeliai“,03.3.1-LVPA-K-820-01-0087,"Kooperatinė bendrovė ""SV Obeliai""",Nutrauktas,52503,26251,30000,15000,0,2016-05-27
"UAB ""Virginijus ir Ko"" vadybos sistemų diegimas",03.3.1-LVPA-K-820-01-0088,"Uždaroji akcinė bendrovė ""Virginijus ir KO""",Įgyvendinimas,16150,8075,16150,8075,0,2016-05-30
"UAB ""Admen Baltic"" produktyvumo didinimas įdiegiant inovatyvius vadybos metodus",03.3.1-LVPA-K-820-01-0089,"UAB ""ADMEN BALTIC""",Nesudaryta sutartis,59660,29830,0,0,0,
"UAB ""RGGLED"" produktyvumo didinimas įdiegiant inovatyvius vadybos metodus",03.3.1-LVPA-K-820-01-0090,"UAB ""RGGLED""",Nesudaryta sutartis,48830,24415,0,0,0,
"ISO 9001: 2015 sistemos diegimas UAB ""USTUKIŲ MALŪNAS"" siekiant sudaryti palankias sąlygas darbo našumui didinti",03.3.1-LVPA-K-820-01-0091,"UAB ""USTUKIŲ MALŪNAS""",Įgyvendinimas,27130,0,10352,5176,0,2016-05-26
"Inovatyvių vadybos metodų ir BRC sertifikuotos valdymo sistemos diegimas, siekiant didinti UAB „Miko ir Tado leidyklos“ spaustuvės darbo našumą",03.3.1-LVPA-K-820-01-0092,UAB „Miko ir Tado leidyklos“ spaustuvė,Nesudaryta sutartis,60140,30070,12556,6278,0,2016-05-15
"UAB ""digitouch!"" veiklos efektyvumo didinimas naudojant Agile  metodus",03.3.1-LVPA-K-820-01-0093,"UAB ""digitouch!""",Įgyvendinimas,67200,33600,15000,7500,0,2016-05-16
"Šiuolaikiškų vadybos metodų diegimas UAB ""Elektros taupymo sprendimai""",03.3.1-LVPA-K-820-01-0094,"UAB ""Elektros taupymo sprendimai""",Įgyvendinimas,23000,11500,23000,11500,0,2016-05-25
"Inovatyvaus vadybos metodo ir valdymo sistemos diegimas UAB ""Parket Trade"" veikloje",03.3.1-LVPA-K-820-01-0095,"UAB ""Parket Trade""",Nesudaryta sutartis,50900,25450,0,0,0,
"UAB ""Fishelson"" darbo našumo didinimas diegiant inovatyvias valdymo sistemas ir vadybos metodus",03.3.1-LVPA-K-820-01-0096,UAB Fishelson,Įgyvendinimas,22920,11460,13479,6739.5,0,2016-06-07
