"ProjektCode / 
code of operation",Name des Begünstigten / name of beneficiary,Bezeichnung des Vorhabens / operation name,Zusammenfassung des Vorhabens / operation summary,Datum des Beginns des Vorhabens / operation start date,Datum des Endes des Vorhabens/ operation end date,Gesamtbetrag der förderfähigen Ausgaben des Vorhabens / total eligible expenditure allocated to the operation,"Unions-Kofinanzierungssatz pro Prioritätsachse / Union co-financing rate, as per priority axis",Regionalcode des Vorhabens / location indicator,Land / country,Bezeichnung der Interventionskategorie für das Vorhaben / name of category of intervention for the operation
2CAEAA_00217,WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser,WUK CoachingPlus,"WUK CoachingPlus bietet Jugendcoaching  für Jugendliche (14 bis 24 Jahre)  mit psychischen/emotionalen Beeinträchtigungen, Jugendliche mit Autismus,  für Schüler_innen der Kooperationsklassen sowie Zusatzangebote und einen Kompetenzenpool an. ",01.01.2016,31.12.2016,"617704,34","50,00 %","90701 - Wien,  7. Neubau",AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CAEAA_00208,Verein Arbeitsassistenz Tirol,Jugendcoaching,"Jugendcoaching bietet Unterstuetzung am Uebergang Schule Beruf an
",01.01.2016,31.12.2016,"1089880,04","50,00 %",70101 - Innsbruck,AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CAEAA_00152,PSN PSYCHOSOZIALES NETZWERK GEMEINNÜTZIGE GMBH,Jugendcoaching,Angebot für Jugendliche zwischen 9. Schuljahr und 25. Lebensjahr um eine höchstmögliche Ausbildung zu erzielen und um Bildungsabbrüche zu verhindern.,01.01.2016,31.12.2016,,"50,00 %",62040 - Judenburg,AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CAEAA_00256,VOLKSHILFE ARBEITSWELT GMBH,Jugendcoaching Pflichtschulen Süd,JUCO ist ein Beratungsangebot für SchülerInnen ab d. individ. 9. Schulbesuchsj. mit Ausgrenzungsgefährdung. Ziel ist ein pos. Pflichtschulabschluss und die Erarbeitung einer Anschlussperspektive. Die VH bietet JUCO in 10 Bezirken OÖ's an.,01.01.2017,31.12.2017,"1548534,05","50,00 %",40101 - Linz,AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CADAC_00093,BHAK/BHAS Linz-Auhof,"S-1.6 KOEL ""Kompetenzorientiertes eigenverantwortliches Lernen"" ","Hauptziel dieses Projektes ist es, die Schülerinnen und Schüler durch die Vorgabe von regelmäßigen Zeiten und Strukturen dabei zu unterstützen, eigenständiges Lernen zu einem „normalen“ Bestandteil ihres täglichen- Lebens zu machen.",12.09.2016,31.08.2017,38500,"50,00 %",312 - Linz-Wels (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BABHA_00014,Isop - Innovative Sozialprojekte,ENTRY - Einstieg durch niederschwellige Beschäftigung,"Mit diesem Netzwerkprojekt werden zusätzliche stundenweise Transitarbeitsplätze für Bezieherinnen der Bedarfsorientierten Mindestsicherung, sowie für weitere besonders arbeitsmarktferne Zielgruppen beim Beschäftigungsträger Isop geschaffen.",01.04.2016,31.12.2016,"87185,99","50,00 %",221 - Graz (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2CAEAA_00224,"""Soziale Initiative"" - Gemeinnützige Gesellschaft mit beschränkter Haftung ",Jugendcoaching für außerschulische Jugendliche ,"""We need you"" Jugendcoaching richtet sich an außerschulische jugendliche und junge Erwachsene die keine Ausbildung absolvieren oder in Kursen abbruchsgefährdet sind, NEETS und Jugendliche und junge Erwachsene in den Justizvollzugsanstalten in OÖ
",01.01.2016,31.12.2016,"1107684,14","50,00 %",40101 - Linz,AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CAEAA_00247,Caritas der Erzdiözese Wien (Caritasverband) gemeinnützige Gesellschaft mit beschränkter Haftung,Berufsausbildungsassistenz Weinviertel,"Die Caritas Wien wird im Zeitraum 01.01.2017-31.12.2021 in gewohnter Qualität, flächendeckend in der Region Weinviertel im Rahmen der Berufsausbildungsassistenz benachteiligte Menschen bei der Eingliederung in den Berufsalltag unterstützen.",01.01.2017,31.12.2017,"586927,5","50,00 %","91601 - Wien, 16. Ottakring",AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BABBA_00074,IMPULS - Caritas und Volkshilfe gemeinnützige GmbH,ArbeitsRaum," Ziel des GBP ist die Vermittlung von jungen BezieherInnen der Wiener bedarfsorientierten Mindestsicherung in den Arbeitsmarkt bzw. in Qualifizierung, sowie die Vermittlung von arbeitsmarktfernen Personen in den erweiterten Arbeitsmarkt.

 ",01.05.2016,30.04.2017,"1699044,82","50,00 %",130 - WIEN (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2BADBA_00073,Caritas der Erzdiözese Wien - Hilfe in Not,"Start Wien – Das Jugendcollege
Gemeinsam Lernen für eine bessere Zukunft – modulare,  flexible Bildungsangebote und individuelle Beratung & Begleitung  für Jugendliche und junge Erwachsene von 15 – 21 Jahre.
","Die Projektinhalte des Jugendcolleges sind ein Deutschkursangebot, Basisbildung und Spezialmodule sowie eine  Bildungs- und Berufsberatung. Gender und Diversity sind ebenso wie Inklusionspädagogik eine Querschnittsmaterie in allen Bereichen. ",27.06.2016,26.06.2017,"715677,04","50,00 %",130 - WIEN (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2BAABA_00041,ibis acam Bildungs GmbH,BBE step2job ibis acam,"step2job ist eine Beratungs- und Betreuunseinrichtung für BMS-BezieherInnen und arbeitsmarktferne Personen. Ziel ist eine Stabilisierung der betroffenen Personen und Vermittlung in den Arbeitsmarkt durch Beratung, Betreuung und Qualifizierung.",01.07.2015,30.06.2016,"819362,56","50,00 %",130 - WIEN (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2CAEAA_00198,WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser,WUK CoachingPlus,"WUK CoachingPlus bietet Jugendcoaching für  Jugendliche mit psychischen/emotionalen Beeinträchtigungen, Jugendliche mit Autismus-Spektrum-Störungen, Schüler_innen der Kooperationsklassen sowie Zusatzangebote und einen Kompetenzenpool an.   ",01.01.2017,31.12.2017,"773936,27","50,00 %","90701 - Wien,  7. Neubau",AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BABDA_00025,Smartwork GmbH,Smartwork - Neue Arbeit. Neue Chancen,Der Sozialökonomische Betrieb Smartwork bietet psychisch Erkrankten nach vorbereitendem Arbeitstraining auf zwei Jahre befristet Beschäftigung. Das berufliche Rehabilitationsangebot soll die Reintegration am allgemeinen Arbeitsmarkt ermöglichen.,01.01.2016,31.12.2019,"6171016,76","50,00 %",312 - Linz-Wels (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2CADAC_00123,Bundeshandelsakademie und Bundeshandelsschule Villach,"S-1.6 KOEL ""Kompetenzorientiertes eigenverantwortliches Lernen"" ",Verringerung und Verhütung des vorzeitigen Schulabbruchs und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarausbildung.,05.09.2016,31.08.2017,"119512,44","50,00 %",211 - Klagenfurt-Villach (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BADBA_00066,"Vielmehr für alle! - Verein für Bildung, Wohnen und Teilhabe",Teilprojekt Training,"Die Projektinhalte des Jugendcolleges sind ein Deutschkursangebot, Basisbildung und Spezialmodule sowie eine Bildungs- und Berufsberatung. Gender und Diversity sind ebenso wie Inklusionspädagogik eine Querschnittsmaterie im Trainingsbereich. ",27.06.2016,26.06.2017,"820372,63","50,00 %",130 - WIEN (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2BAAIA_00022,Neue Arbeit gem. Beschäftigungsmodell GmbH,"""With you"" Generationen Lernen - Miteinander arbeiten",""" with you"" Im ""Tandem"" geht´s einfach leichter: Gemeinsam-arbeiten-gemeinsam-lernen-gemeinsam zum Ziel. Experimentelle Qualifizierungsmodule in Kombination mit praktischer Arbeitserfahrung.
Den Teufelskreis: Jugendarmut = Altersarmut durchbrechen!",01.03.2016,28.02.2017,"498283,44","50,00 %",210 - KÄRNTEN (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2CADAC_00132,HAK II / HAS III Vienna Business School Wien-8,"S-1.6 KOEL ""Kompetenzorientiertes eigenverantwortliches Lernen"" ",Kompetenzorientiertes eigenverantwortliches Lernen in den 1. und 2. Klassen/Jahrgängen der Handelsakademie und Handelsschule zur Verringerung und Verhütung des vorzeitigen Schulabbruchs im kaufmännischen Schulwesen,05.09.2016,31.08.2017,96381,"50,00 %",131 - Wien (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CADAC_00091,BHAK/BHAS Neunkirchen,"S-1.6 KOEL ""Kompetenzorientiertes eigenverantwortliches Lernen"" ","kompetenzorientiertes , eigenverantwortliches Lernen",05.09.2016,31.08.2017,169400,"50,00 %",122 - Niederösterreich-Süd (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BAFEA_00053,BPC Bornemann & Partner Consulting GmbH,Support Initiative für einkommensschwache Ein-Personen-Unternehmen,"Erstberatung/Analyse EPU inkl. Tabletberatung und Vorfinanzierung
Web-Plattform Share your competence zur Veröffentlichung
Beratung/Umsetzung Tablet 
Netzwerktreffen, Online-Coaching und Mentoring, Qualifikation durch BPC und Markt
",01.09.2016,01.11.2017,298800,"50,00 %",320 - SALZBURG (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2CADAC_00109,Bundeshandelsakademie und Bundesshandelsschule Feldkirch,"S-1.6 KOEL ""Kompetenzorientiertes eigenverantwortliches Lernen"" ","Dieses Projekt dient der Verringerung und Verhütung des vorzeitigen Schulabbruchs und der Förderung des
gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und
Sekundarausbildung.",05.09.2016,31.08.2017,77000,"50,00 %",342 - Rheintal-Bodenseegebiet (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CADAC_00078,Bundeshandelsakademie und -handelsschule I Salzburg,"S-1.5 USD ""Förderung der Unterrichtssprache Deutsch"" ","An der BHAK I Salzburg sollen zur Förderung der Unterrichtssprache Deutsch zusätzliche Stunden angeboten werden, um vorzeitigen Schulabbruch zu verhindern.",12.09.2016,31.08.2017,23100,"50,00 %",320 - SALZBURG (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BADEA_00059,BFI Salzburg BildungsGmbH,Bildungsachse - Linie 150,"Das Projekt bietet in 3 einjährigen Phasen Ausbildungen in den Inhalten des 1. Lehrjahres inklusive Berufsschulstoff von ausgewählten, am Arbeitsmarkt nachgefragten Berufen zum anschließenden Lehrbeginn oder Beschäftigungsbeginn. ",04.04.2016,20.12.2019,"944354,6","50,00 %",320 - SALZBURG (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2CAEAA_00230,BERUFSFÖRDERUNGSINSTITUT OBERÖSTERREICH (bfi OÖ),Jugendcoaching AHS BMHS,"Jugendcoaching für AHS und BMHS in OÖ; 3-stufiges Modell zur Verhinderung von Drop Out ab dem 9. Schuljahr. Ziel ist Abschluss der Sekundarstufe 2 oder gesicherter Umstieg in eine Berufsausbildung. (Lehre,..)",01.01.2016,31.12.2016,"791402,27","50,00 %",40101 - Linz,AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CAEAA_00167,Jugend am Werk Begleitung von Menschen mit Behinderung GmbH,Berufsausbildungsassistenz Jugend am Werk,Die BAS begleitet und unterstützt Jugendliche im Rahmen der integrativen Berufsausbildung (IBA ) um entweder eine Lehre (mit verlängerter Lehrzeit) oder eine Teilqualifikation erfolgreich zu absolvieren.,01.01.2017,31.12.2017,"1218482,55","50,00 %","90201 - Wien,  2. Leopoldstadt",AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CAEAA_00149,in.come Verein zur Integration von Menschen mit Benachteiligung,Verein in.come Jugendcoaching,"in.come Jugendcoaching  ist ein freiwilliges Serviceangebot für Jugendliche in den Wiener Bezirken 4, 12 - 15 und 23, um den bestmöglichen Weg für einen Schulbesuch, eine Qualifizierung oder eine Integration in den ersten Arbeitsmarkt sicherzustellen",01.01.2016,31.12.2016,"1143841,62","50,00 %","91201 - Wien, 12. Meidling",AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CADAC_00128,Bundeshandelsakademie und Bundeshandelsschule II Salzburg,"S-1.6 KOEL ""Kompetenzorientiertes eigenverantwortliches Lernen"" ","SchülerInnen der 1. und 2. Klasse Handelsschule und des 1. Jahrganges HAK, insbesondere solche mit Lernschwächen und Defiziten in mehreren Unterrichtsgegenständen, erhalten eine gezielte Lernbegleitung/-beratung zur individuellen Förderung.",05.09.2016,31.08.2017,96381,"50,00 %",323 - Salzburg-Umgebung (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CAEAA_00181,LEBENSHILFE TIROL GEMEINNUETZIGE GES.M.B.H.  ,Produktionsschule Osttirol,"Die Produktionsschule Osttirol unterstützt junge Menschen dabei, den Übergang Schule, zu einer weiterführenden Ausbildung, mit dem Ziel, den individuell höchst möglichen Bildungs-Abschluss, zu erreichen. 
",01.01.2017,31.12.2017,"295268,64","50,00 %",70101 - Innsbruck,AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BABHA_00009,Lern- und Entwicklungswerkstätte Oststeiermark GmbH,ENTRY - Einstieg durch niederschwellige Beschäftigung,"Mit diesem Netzwerkprojekt werden zusätzliche stundenweise Transitarbeitsplätze für BezieherInnen der Bedarfsorientierten Mindestsicherung, sowie für weitere besonders arbeitsmarktferne Zielgruppen beim Beschäftigungsträger LEO GmbH geschaffen.",01.04.2016,31.12.2016,"49095,09","50,00 %",224 - Oststeiermark (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2CADAC_00104,BHAK/BHAS (MEDIEN HAK) Graz,"S-1.6 KOEL ""Kompetenzorientiertes eigenverantwortliches Lernen"" ",Verringerung der Zahl der Schul- und Ausbildungsabbrecher/innen durch Durchführung und Weiterentwicklung von Beratungs- und Unterstützungsangeboten,12.09.2016,31.08.2017,200200,"50,00 %",221 - Graz (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BAAIA_00027,WIFI Kärnten GmbH,Job-Werkstatt,Zielgruppenorientiertes Beschäftigungsprojekt für junge Erwachsene zwischen 18 und dem vollendeten 24. Lebensjahr. ,01.04.2016,31.03.2017,"835500,32","50,00 %",210 - KÄRNTEN (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2BADBA_00070,Interface Wien GmbH,Teilprojekt Training,"Die Projektinhalte des Jugendcolleges sind ein Deutschkursangebot, Basisbildung und Spezialmodule sowie eine Bildungs- und Berufsberatung. Gender und Diversity sind ebenso wie Inklusionspädagogik eine Querschnittsmaterie in allen Bereichen. ",27.06.2016,26.06.2017,"683277,8","50,00 %",130 - WIEN (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2CAEAA_00169,VEREIN ZUR FÖRDERUNG VON ARBEIT UND BESCHÄFTIGUNG (FAB),"Produktionsschule West ""steig.ein""","Die PS steig.ein in Spittal/Drau und Feldkirchen unterstützt/fördert junge Menschen mit besonderen Bedürfnissen auf ihren Weg in eine (Berufs-)Ausbildung, die ihren Potentialen am besten entspricht und eine optimale Entwicklung in Aussicht stellt.",01.01.2017,31.12.2017,"448491,36","50,00 %",40101 - Linz,AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CAEAA_00196,ibis acam Bildungs GmbH,Produktionsschule STEP4,"Produktionsschule - berufliche Integration von Jugendlichen mit körperlicher, emotionaler und/oder psychischer Beeinträchtigung.",01.01.2016,31.12.2016,"534994,38","50,00 %","91101 - Wien, 11. Simmering",AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CAEAA_00238,Die Wiener Volkshochschulen GmbH,VHS Produkionsschule BOK und BOKgastro,Produktionsschule in Wien 12 für Jugendliche mit Entwicklungsbedarfen in den Grundkompetenzen und den Kulturtechniken zur Heranführung an die individuelle Ausbildungsreife. ,01.01.2016,31.12.2016,"675343,71","50,00 %","90901 - Wien,  9. Alsergrund",AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2CADAC_00100,Bundeshandelsakademie und Bundeshandelsschule Hallein,"S-1.6 KOEL ""Kompetenzorientiertes eigenverantwortliches Lernen"" ","Durchführung einer ganzjährigen standortbezogenen verbindlichen Übung ""KOEL"" im SJ 2016/17
in Handelsschule und Handelsakademie .
 Aufteilung der 5 Wochenstunden :9. Schulstufe mit 3 Wochenstunden und
2 Wochenstunden in der 10. Schulstufe
",12.09.2016,31.08.2017,38500,"50,00 %",323 - Salzburg-Umgebung (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BAADA_00058,Volkshilfe Flüchtlings- und MigrantInnenbetreuung,IdA - Integration durch Arbeit,"„Integration durch Arbeit“ der Volkshilfe FMB sind Maßnahmen für Flüchtlinge in OÖ mittels qualifizierter fremd-/muttersprachlicher Information, Beratung und Betreuung und gewährleistet ganzheitliche und nachhaltige Arbeitsmarktintegration.",01.01.2016,31.12.2019,2100000,"50,00 %",310 - OBERÖSTERREICH (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
2CADAC_00110,Bundeshandelsakademie und Bundeshandelsschule Wien 10,"S-1.6 KOEL ""Kompetenzorientiertes eigenverantwortliches Lernen"" ","Dieses Projekt dient zur positiven Bewältigung aller Unterrichtsgegenstände durch Lernbegleitung und Lernberatung, um die Zahl der Schulabbrecherinnen und Schulabbrecher zu verringern. ",05.09.2016,31.08.2017,88550,"50,00 %",131 - Wien (NUTS),AUSTRIA,"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs zu einer hochwertigen Früherziehung und einer hochwertigen Grund- und Sekundarbildung, darunter (formale, nichtformale und informelle) Bildungswege, mit denen eine Rückkehr in die allgemeine und berufliche Bildung ermöglicht wird"
2BAABA_00061,"social – design – business (s-d-b), Verein zur Förderung der Sozial- und Kreativwirtschaft",Betreute Beschäftigungsförderung mit integrativer Qualifikation,Das Projekt „BeBIQ“ ist ein Beschäftigungsangebot für chronisch Suchtkranke mit dem Schwerpunkt Alkoholsucht. Ziel ist die Vorbereitung der TeilnehmerInnen auf die (Re-)Integration  in den Arbeitsmarkt.,01.01.2016,31.12.2016,"599999,32","50,00 %",130 - WIEN (NUTS),AUSTRIA,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung, und Verbesserung der Beschäftigungsfähigkeit"
