Name des Begünstigten,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens,Datum des Beginns,Datum des Endes,"Gesamtbetrag förderfähiger 
Ausgaben","Kofinanzierungssatz","PLZ 
Begünstigter",Land,Themenfeld
DIDACTICA priv. kfm. Berufsbildungs GmbH,Berufliches Deutsch für Büroassistenten/innen,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",10.10.2016,31.03.2017,"89.360,40 €","49,92%",10627,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
DIDACTICA priv. kfm. Berufsbildungs GmbH,Business Communications,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",17.10.2016,31.03.2017,"68.957,76 €","49,92%",10627,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
DIDACTICA priv. kfm. Berufsbildungs GmbH,Berufliches Deutsch für Büroassistenten/innen,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",31.10.2016,31.03.2017,"77.498,40 €","49,92%",10627,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Die Wille gGmbH,AMI - Arbeitsmärkte inklusiv gestalten,"Durchführung  von Maßnahmen der Beschäftigung und Qualifizierung für Menschen mit  Behinderungen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF),  die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen  gefördert werden können 

",01.03.2016,31.12.2017,"582.244,46 €","49,46%",13349,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Die Wille gGmbH," ""Arbeit inklusive""  - Informationen für Unternehmen und Bewerber"," ""Arbeit inklusive""  - Informationen für Unternehmen und Bewerber",01.10.2016,30.09.2017,"9.999,33 €",50%,13349,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
DW Berlin-Brandenburg-schlesische Oberlausitz e.V.,Jobbrücke -  Erhöhung der Beschäftigungsfähigkeit für Menschen mit Schwerbehinderung,"Ziel des Projekts ist die Förderung der beruflichen Integration von schwerbehinderten Menschen und die Stärkung bürgerschaftlichen Engagements in diesem Themenfeld durch die Vermittlung von Integrations-PATENSCHAFTEN zwischen motivierten, langzeitarbeitslosen Menschen mit Handicap/Schwerbehinderung und ehrenamtlichen Integrations-PATINNEN und -PATEN.

Mit Hilfe der Integrations-PATENSCHAFTEN sollen 35 arbeitslose schwerbehinderte Menschen gefördert und begleitet werden, dazu sollen 25 ehrenamtliche Integrations-PATINNEN und -PATEN aquiriert, weitergebildet und in die Patenschaften vermittelt werden. Allen Teilnehmern wird eine individuelle und personalisierte Dienstleistung (Empowerment) in der Patenschaft zur Verfügung gestellt. Die Ergebnisse werden in einem Zertifikat benannt und bestätigt.

",14.07.2016,31.12.2017,"183.923,22 €",50%,12163,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Economista e.V.,Frauenbetriebe selber schaffen,"Instrument 7   
Es werden Maßnahmen zur Beratung und Qualifizierung von gründungsinteressierten Frauen und Frauen vor und in der Gründungsphase gefördert. Die Teilnehmerinnen sollen auf die Gründungsentscheidung und -realisierung vorbereitet werden. Die Maßnahmen müssen gleichstellungs- und arbeitsmarktpolitisch zweckmäßig und auf die persönlichen und fachlichen Eignungen der Teilnehmerinnen zugeschnitten sein.

Eine Förderung erfolgt für die Vorberatung gründungsinteressierter Frauen, die Akquise von Teilnehmerinnen für frauenspezifische Existenzgründungskurse, die Kurse selbst und für speziell auf weibliche Gründungen zugeschnittene Beratungs- und Coachingmodule. Zielgruppe sind gründungsinteressierte, arbeitslose bzw. arbeitsuchende Teilnehmerinnen sowie Frauen, deren selbständige Tätigkeit sich noch nicht nachhaltig verfestigt hat.

",01.01.2016,31.07.2016,"43.693,34 €","47,21%",10823,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Economista e.V.,Frauenbetriebe selber schaffen,"Es werden Maßnahmen zur Beratung und Qualifizierung von gründungsinteressierten Frauen und Frauen vor und in der Gründungsphase gefördert. Die Teilnehmerinnen sollen auf die Gründungsentscheidung und -realisierung vorbereitet werden. Die Maßnahmen müssen gleichstellungs- und arbeitsmarktpolitisch zweckmäßig und auf die persönlichen und fachlichen Eignungen der Teilnehmerinnen zugeschnitten sein.

Eine Förderung erfolgt für die Vorberatung gründungsinteressierter Frauen, die Akquise von Teilnehmerinnen für frauenspezifische Existenzgründungskurse, die Kurse selbst und für speziell auf weibliche Gründungen zugeschnittene Beratungs- und Coachingmodule. Zielgruppe sind gründungsinteressierte, arbeitslose bzw. arbeitsuchende Teilnehmerinnen sowie Frauen, deren selbständige Tätigkeit sich noch nicht nachhaltig verfestigt hat.

",01.08.2016,31.07.2018,"167.902,00 €",50%,10823,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Entegre e.V. Für Erziehung und Bildung,Neu Berliner Look!,Neu Berliner Look!,12.09.2016,01.09.2017,"9.997,82 €",50%,10999,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Fixpunkt gGmbH,"BeTaMix - Beschäftigung, Tagesstruktur und Maßnahmen zur Qualifizierung suchtmittelabhängiger Menschen","Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können. 

  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen. 

",01.11.2015,31.12.2017,"1.094.996,22 €","48,86%",10999,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Flotte Lotte e.V.,Berufsinformation und -orientierung - 5 Berufsorientierungskurse ,"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.07.2016,31.12.2018,"145.114,12 €",50%,13435,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Flotte Lotte e.V.,Frauen auf der Überholspur,Frauen auf der Überholspur,15.09.2016,14.09.2017,"9.999,14 €",50%,13435,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Förderband e.V. - Kulturinitiative Berlin,Rollentausch / Auftritt.Netzwerk.Präsentation - Knowhow für freiberufliche Theaterschaffende,"Qualifizierung Kulturwirtschaft - KuWiQ: Erweiterung der  berufsbezogenen nichtkünstlerischen Beratungs- und  Weiterbildungsmöglichkeiten für Selbständige und freiberuflich Tätige in  den kulturell geprägten Teilbranchen der Kulturwirtschaft Berlins. Ziel  ist es, den Teilnehmenden durch ein höheres Maß an individueller  berufsbezogener Handlungskompetenz Hilfe zur Selbsthilfe zu geben, um  auf diese Weise

- die Betätigung auf den kreativwirtschaftlichen Märkten wirtschaftlich ertragreicher zu gestalten, - neue Perspektiven und Chancen am Markt (auch im Ausland) zu eröffnen und - die wirtschaftliche Existenz der Teilnehmenden mittelfristig zu stabilisieren.

Das Projekt „Rollentausch / Auftritt.Netzwerk.Präsentation – Knowhow für freiberufliche Theaterschaffende“ richtet sich an die Nutzer und Nutzerinnen des Theaterhaus Berlin Mitte.

Angeboten werden soll eine an diese Zielgruppe angepasste Workshop-Reihe mit dem Ziel der Verbesserung der im Berufsalltag benötigten, nicht-künstlerischen Kompetenzen. Es werden die Urteils-, Entscheidungs- und Handlungskompetenz gestärkt. Die Kreativen sollen so ihre Leistungen und Produkte besser vermarkten können. Um dies zu erreichen, umfasst die Workshop-Reihe auf die Zielgruppe abgestimmte Inhalte. Die Bedarfe der Zielgruppe wurden von Förderband e.V. im Vorfeld eruiert.

Zielgruppe dieses Projekts sind selbstständige und freiberufliche Theaterschaffende mit Wohnsitz in Berlin.

Ergebnisindikatoren der Erreichung der angestrebten Ziele sind zum einen Anzahl der TLN bzw. die Erreichung der avisierten Zielgruppe. Angestrebt wird ein Durchschnittswert von elf TLN. Zum anderen bezieht sich der Erfolg auf den Kompetenzzuwachs der TLN. Die anschließende Evaluation stellt sicher, dass der Kompetenzzuwachs bei 90 % der TLN verlässlich ermittelt und nachgewiesen wird.

",01.03.2016,31.01.2018,"63.136,57 €",50%,10119,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Förderband e.V. - Kulturinitiative Berlin,"Wort.Kunst.Markt - Knowhow für freiberufliche Autoren, Literaturübersetzer und Lektoren","Qualifizierung Kulturwirtschaft - KuWiQ: Erweiterung der  berufsbezogenen nichtkünstlerischen Beratungs- und  Weiterbildungsmöglichkeiten für Selbständige und freiberuflich Tätige in  den kulturell geprägten Teilbranchen der Kulturwirtschaft Berlins. Ziel  ist es, den Teilnehmenden durch ein höheres Maß an individueller  berufsbezogener Handlungskompetenz Hilfe zur Selbsthilfe zu geben, um  auf diese Weise

- die Betätigung auf den kreativwirtschaftlichen Märkten wirtschaftlich ertragreicher zu gestalten, - neue Perspektiven und Chancen am Markt (auch im Ausland) zu eröffnen und - die wirtschaftliche Existenz der Teilnehmenden mittelfristig zu stabilisieren.

Die Workshop-Reihe im Rahmen des Projekts &bdquo;Wort.Kunst.Markt &ndash; Knowhow für freiberufliche Autoren, Literaturübersetzer und Lektoren&ldquo; soll über den Maßnahmenzeitraum von zwei Jahren viermal an drei verschiedenen Orten / relevanten Institutionen abgehalten werden.

Angeboten werden soll eine an diese Berufsgruppen angepasste Workshop-Reihe mit dem Ziel der Verbesserung der im Berufsalltag benötigten, nicht-künstlerischen Kompetenzen. Es sollen die Urteils-, Entscheidungs- und Handlungskompetenz gestärkt werden. Die Kreativen können ihre Leistungen und Produkte besser vermarkten. Um dies zu erreichen, umfasst die Workshop-Reihe auf die Zielgruppe abgestimmte Inhalte. Die Bedarfe der Zielgruppe wurden von Förderband e.V. im Vorfeld eruiert.

Zielgruppe dieses Angebots sind selbständige und freiberufliche Autoren, Literaturübersetzer, Lektoren und Verleger mit Wohnsitz in Berlin.

Ergebnisindikatoren der Erreichung der angestrebten Ziele sind zum einen Anzahl der TLN bzw. die Erreichung der avisierten Zielgruppe. Angestrebt wird ein Durchschnittswert von elf TLN. Zum anderen bezieht sich der Erfolg auf den Kompetenzzuwachs der TLN. Die anschließende Evaluation stellt sicher, dass der Kompetenzzuwachs bei 90 % der TLN verlässlich ermittelt und nachgewiesen wird.

",01.03.2016,31.01.2018,"72.410,17 €",50%,10119,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Förderband e.V. - Kulturinitiative Berlin,Projekt- und Veranstaltungsmanagement,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",19.09.2016,10.03.2017,"56.937,60 €","49,92%",10119,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Förderverein Soziales und Bildung (FSB),Arbeitsplatzorientierte Grundbildung für den Pflegebereich,"Durchführung von Projekten mit Lernangeboten für funktionale Analphabeten/innen in Berlin.

Stärkung der sozialen Integration durch verbesserte Lese-, Schreib- und/oder Rechenkompetenzen.

Durch das Projekt &bdquo; Arbeitsplatzorientierte Grundbildung für den Pflegebereich &ldquo; soll entsprechend dieser Zielstellung eine arbeitsplatzorientierte und tätigkeitsbezogene Qualifizierung für Pflegehilfskräfte bzw. sonstige im Pflegebereich Beschäftigte mit Grundbildungsbedarf durchgeführt werden. Damit entspricht dieses Kursangebot dem Förderschwerpunkt 1.  Das Projekt verfolgt als  Hauptziel  die Verbesserung der Fähigkeiten der Teilnehmenden (im Folgenden TN) im Lesen und Schreiben (Zielstellung ist die schrittweise Erreichung von Alpha-Level B 2). Darauf aufbauend wird eine arbeitsplatzorientierte fachliche Wissensvermittlung erfolgen, um die Einsetzbarkeit der Kurs-TN zu verbessern. Das Projekt soll in zwei Kursen von je 360 UE durchgeführt werden, die gestaffelt im Abstand von ca. 6 Monaten beginnen. Jede von ihnen ist für 10 TN geplant, die im Bildungszentrum des FSB e.V. gemeinsam an einem Tag in der Woche unterrichtet werden. Die Teilnehmenden (TN) der Maßnahme sind geringqualifizierte Mitarbeitende mit Grundbildungsbedarf aus Berliner Pflegeinrichtungen. Sie werden im Rahmen des Projektes betreffs der Kompetenzen in Lesen und Schreiben, auch Rechnen und hinsichtlich ihrer Arbeitsaufgaben geschult.

Eine erfolgreiche Teilnahme im Sinne der Fördervorgaben wird bestätigt, wenn min. 120 Unterrichtseinheiten (15 Wochen) absolviert wurden. Erfolgreich im Sinne der Kompetenzen ist der Kurs dann, wenn eine nachweisbare Verbesserung in Lesen und Schreiben erreicht werden konnte. Am besten ließe sich das nachweisen, wenn der Erfolg sich durch Kenntnisse belegen lässt, die dem nächsthöheren Alpha-Level entsprechen gegenüber der am Kursbeginn des jeweiligen TN erfolgten Lernstandsfeststellung.

",06.09.2016,15.11.2017,"51.099,74 €",50%,13053,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Förderverein Soziales und Bildung (FSB),Grundbildung für Arbeitssuchende,"Durchführung von Projekten mit Lernangeboten für funktionale Analphabeten/innen in Berlin.

Stärkung der sozialen Integration durch verbesserte Lese-, Schreib- und/oder Rechenkompetenzen, ggf. in Verbindung mit weiteren Grundbildungskompetenzen.

Durch das Projekt &bdquo;Grundbildung für Arbeitssuchende&ldquo; soll entsprechend dieser Zielstellung eine arbeitsmarktorientierte Qualifizierung für Arbeitssuchende mit Grundbildungsbedarf durchgeführt werden. Dieses Kursangebot entspricht dem Förderschwerpunkt 1. Das Projekt soll in drei Kursen von je 360 UE durchgeführt werden, die gestaffelt im Abstand von ca. 5 Monaten beginnen. Jeder von ihnen ist für 10 TN geplant, die im Bildungszentrum des FSB e.V. gemeinsam an drei Tagen in der Woche unterrichtet werden. Die Teilnehmenden (TN) der Maßnahme sind gering- bzw. nicht beruflich qualifizierte Arbeitssuchende mit Grundbildungsbedarf. Sie werden im Rahmen des Projektes betreffs der Kompetenzen in Lesen und Schreiben, auch Rechnen und hinsichtlich ihrer Alltagskompetenzen geschult.

Eine erfolgreiche Teilnahme im Sinne der Fördervorgaben wird bestätigt, wenn min. 120 Unterrichtseinheiten (5 Wochen) absolviert wurden. Erfolgreich im Sinne der Kompetenzen ist der Kurs dann, wenn eine nachweisbare Verbesserung in Lesen, Schreiben und auch im Rechnen erreicht werden konnte. Am besten ließe sich das nachweisen, wenn der Erfolg sich durch Kenntnisse belegen lässt, die dem nächsthöheren Alpha-Level entsprechen gegenüber der am Kursbeginn des jeweiligen TN erfolgten Lernstandsfeststellung.

",11.04.2016,15.07.2017,"81.959,47 €",50%,13053,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Förderverein Soziales und Bildung (FSB),Pflegebasiskurs und Betreuung nach § 87b SGB XI,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.     

 

",04.04.2016,21.09.2016,"106.758,00 €","49,92%",13053,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
